seed: 896783, iteration: 0 ,accuracy0.4760614272809395
seed: 896783, iteration: 1 ,accuracy0.47666365552544415
seed: 896783, iteration: 2 ,accuracy0.4736525143029208
seed: 896783, iteration: 3 ,accuracy0.4781692261367058
seed: 896783, iteration: 4 ,accuracy0.47922312556458896
seed: 896783, iteration: 5 ,accuracy0.4760614272809395
seed: 896783, iteration: 6 ,accuracy0.47696476964769646
seed: 896783, iteration: 7 ,accuracy0.47214694369165916
seed: 896783, iteration: 8 ,accuracy0.4736525143029208
seed: 896783, iteration: 9 ,accuracy0.47440529960855166
seed: 896783, iteration: 10 ,accuracy0.4742547425474255
seed: 896783, iteration: 11 ,accuracy0.4742547425474255
seed: 896783, iteration: 12 ,accuracy0.4742547425474255
seed: 896783, iteration: 13 ,accuracy0.4742547425474255
seed: 896783, iteration: 14 ,accuracy0.4742547425474255
seed: 896783, iteration: 15 ,accuracy0.4742547425474255
seed: 896783, iteration: 16 ,accuracy0.4742547425474255
seed: 896783, iteration: 17 ,accuracy0.4742547425474255
seed: 896783, iteration: 18 ,accuracy0.4742547425474255
seed: 896783, iteration: 19 ,accuracy0.4742547425474255
seed: 896783, iteration: 20 ,accuracy0.4742547425474255
seed896783 ,MAX0.47922312556458896
seed: 9, iteration: 0 ,accuracy0.46687009590235395
seed: 9, iteration: 1 ,accuracy0.46904969485614645
seed: 9, iteration: 2 ,accuracy0.4702121476315025
seed: 9, iteration: 3 ,accuracy0.47006684103458296
seed: 9, iteration: 4 ,accuracy0.46556233653007845
seed: 9, iteration: 5 ,accuracy0.46410927056088347
seed: 9, iteration: 6 ,accuracy0.4670154024992735
seed: 9, iteration: 7 ,accuracy0.4664341761115955
seed: 9, iteration: 8 ,accuracy0.4638186573670445
seed: 9, iteration: 9 ,accuracy0.46396396396396394
seed: 9, iteration: 10 ,accuracy0.46396396396396394
seed: 9, iteration: 11 ,accuracy0.46396396396396394
seed: 9, iteration: 12 ,accuracy0.46396396396396394
seed: 9, iteration: 13 ,accuracy0.46396396396396394
seed: 9, iteration: 14 ,accuracy0.46396396396396394
seed: 9, iteration: 15 ,accuracy0.46396396396396394
