15, 62, 0.8118672665916761,
9, 58, 0.8211275791920953,
45234, 62, 0.8267468499427262,
12, 62, 0.8215289488476673,
896783, 62, 0.8211382113821138,
15, 3, 0.514763779527559,
9, 3, 0.51162452775356,
12, 3, 0.5120854412591344,
45234, 3, 0.5114547537227949,
896783, 3, 0.5370370370370371,
12, 2, 0.3308038223721192,
15, 2, 0.41690101237345334,
9, 2, 0.2842197035745423,
896783, 2, 0.3629930743751882,
45234, 2, 0.43943298969072164,
12, 1, 0.07911748173130972,
15, 1, 0.07522497187851518,
896783, 1, 0.0921409214092141,
9, 1, 0.07904678872420808,
45234, 1, 0.07889461626575028,
