896783, 1, 0.4343571213489913,
9, 1, 0.4237140366172624,
15, 1, 0.42871203599550056,
12, 1, 0.44280494659921305,
45234, 1, 0.4438717067583047,
896783, 2, 0.5377898223426679,
896783, 3, 0.5956037338151159,
9, 2, 0.527027027027027,
15, 2, 0.5351518560179978,
12, 2, 0.5448285553681844,
896783, 4, 0.6211984342065643,
896783, 5, 0.6481481481481481,
45234, 2, 0.529495990836197,
9, 3, 0.5895088637024121,
15, 3, 0.5926602924634421,
896783, 62, 0.6803673592291478,
12, 3, 0.6053962900505903,
9, 4, 0.6198779424585876,
15, 4, 0.6223284589426322,
9, 5, 0.6508282476024412,
15, 5, 0.6536839145106862,
12, 4, 0.6347667228780214,
45234, 3, 0.5957903780068728,
9, 58, 0.6759662888695147,
15, 62, 0.6910854893138357,
12, 5, 0.663575042158516,
45234, 4, 0.6327319587628866,
12, 62, 0.6921023046655425,
45234, 5, 0.6562142038946163,
45234, 62, 0.688717067583047,
