45234, 1, 0.313573883161512
896783, 1, 0.30879253236976817
15, 1, 0.3169291338582677
12, 1, 0.31337830241708825
9, 1, 0.3142981691368788
45234, 2, 0.47995418098510884
896783, 2, 0.4899126769045468
15, 2, 0.4890326209223847
12, 2, 0.4952220348510399
9, 2, 0.4739901191514095
45234, 3, 0.529639175257732
896783, 3, 0.5347786811201445
15, 3, 0.5375421822272216
12, 3, 0.5424395727937044
9, 3, 0.524120895088637
45234, 4, 0.5919243986254296
896783, 4, 0.5892803372478169
15, 4, 0.5875984251968503
12, 4, 0.599213041034289
9, 4, 0.5863121185701831
896783, 5, 0.63354411321891
45234, 5, 0.6358820160366552
15, 5, 0.6282339707536558
12, 5, 0.6329398538504778
9, 5, 0.6269979657076431
9, 58, 0.7399011915140947
896783, 62, 0.74194519722975
45234, 62, 0.7498568155784651
15, 62, 0.750140607424072
12, 62, 0.7526700393479483
