15, 62, 0.8000562429696289
12, 62, 0.804946599213041
45234, 62, 0.8054123711340206
896783, 62, 0.7955435109906654
9, 62, 0.7972972972972973
45234, 5, 0.7064719358533792
9, 5, 0.6944202266782912
896783, 5, 0.6924119241192412
15, 5, 0.6975534308211474
12, 5, 0.7016582349634626
896783, 4, 0.6403191809695875
9, 4, 0.6419645451903516
12, 4, 0.6534569983136593
15, 4, 0.6479190101237345
45234, 4, 0.6649484536082474
896783, 3, 0.5752785305630834
45234, 3, 0.5877720504009164
9, 3, 0.5655332752106945
15, 3, 0.5739595050618672
12, 3, 0.5806632939853851
15, 2, 0.5066085489313836
9, 2, 0.4954954954954955
45234, 2, 0.5164662084765178
896783, 2, 0.5051189400782897
12, 2, 0.5075885328836425
9, 1, 0.3918918918918919
896783, 1, 0.40138512496236073
12, 1, 0.4128724002248454
45234, 1, 0.41323024054982815
15, 1, 0.40044994375703036
