seed, order, mu, sigma, acc
12, 1,  1, 5. 0.04426644182124789
45234, 1,  11, 5. 0.42912371134020616
896783, 2,  9, 0.1. 0.5365853658536586
9, 1,  13, 5. 0.3918918918918919
896783, 1,  15, 5. 0.42216199939777177
9, 1,  5, 10. 0.4016274338854984
15, 1,  3, 5. 0.0
9, 1,  7, 5. 0.4083115373437954
15, 2,  13, 0.1. 0.5251687289088864
12, 1,  13, 5. 0.4280494659921304
9, 1,  11, 10. 0.3870967741935484
45234, 1,  13, 10. 0.4354238258877434
15, 1,  7, 5. 0.4246344206974128
9, 2,  11, 0.001. 0.5184539378087765
12, 1,  15, 5. 0.4273468240584598
896783, 2,  9, 0.5. 0.5364348087925324
12, 1,  9, 5. 0.4416807195053401
9, 2,  5, 0.001. 0.518308631211857
9, 2,  11, 0.1. 0.5180180180180181
12, 1,  5, 5. 0.44280494659921305
896783, 1,  1, 5. 0.40213791026799156
9, 1,  9, 5. 0.42037198488811395
9, 2,  11, 0.5. 0.519180470793374
15, 2,  13, 0.5. 0.5251687289088864
9, 1,  1, 10. 0.38927637314734087
45234, 2,  13, 0.001. 0.520618556701031
15, 1,  5, 10. 0.41774465691788526
9, 1,  15, 5. 0.4176111595466434
45234, 1,  7, 10. 0.41967353951890035
15, 1,  9, 5. 0.421681664791901
9, 2,  11, 5. 0.5286253995931415
9, 1,  3, 10. 0.30528916012786983
896783, 2,  9, 5. 0.5382414935260463
12, 1,  3, 10. 0.002529510961214165
9, 2,  5, 0.1. 0.5180180180180181
9, 2,  1, 0.001. 0.5190351641964546
896783, 1,  3, 10. 0.4218608852755194
15, 1,  11, 5. 0.421681664791901
45234, 1,  3, 10. 0.29581901489117984
15, 2,  13, 5. 0.5300899887514061
12, 1,  7, 10. 0.43591905564924116
9, 2,  11, 10. 0.21142109851787272
45234, 1,  5, 10. 0.0
45234, 2,  13, 0.1. 0.520618556701031
15, 2,  5, 0.001. 0.5248875140607424
896783, 1,  5, 10. 0.4349593495934959
45234, 2,  7, 0.001. 0.520618556701031
9, 3,  11, 0.001. 0.5714908456843941
9, 2,  3, 0.001. 0.518308631211857
45234, 1,  1, 10. 0.007731958762886598
896783, 2,  9, 10. 0.5362842517314061
9, 2,  1, 0.1. 0.515983725661145
12, 2,  3, 0.001. 0.5401911186059584
896783, 1,  7, 10. 0.4006323396567299
896783, 2,  3, 0.001. 0.5367359229147847
12, 1,  11, 10. 0.008150646430578976
9, 3,  11, 0.1. 0.5717814588782331
9, 2,  5, 0.5. 0.5170008718395815
896783, 3,  9, 0.001. 0.583107497741644
45234, 2,  3, 0.001. 0.520618556701031
9, 3,  11, 0.5. 0.5714908456843941
12, 2,  7, 0.001. 0.5401911186059584
896783, 1,  11, 10. 0.31150255947003913
9, 1,  13, 10. 0.0970648067422261
15, 2,  13, 10. 0.5232002249718786
896783, 2,  5, 0.001. 0.5365853658536586
45234, 2,  5, 0.001. 0.5210481099656358
896783, 3,  9, 0.1. 0.582956940680518
9, 3,  11, 5. 0.5668410345829701
15, 2,  5, 0.1. 0.5248875140607424
45234, 2,  13, 0.5. 0.5211912943871707
45234, 2,  7, 0.1. 0.5211912943871707
15, 1,  15, 10. 0.4229471316085489
45234, 1,  15, 10. 0.4349942726231386
45234, 2,  1, 0.001. 0.520618556701031
9, 2,  3, 0.1. 0.5178727114210985
15, 3,  13, 0.001. 0.5791619797525309
15, 1,  1, 10. 0.03852643419572553
9, 2,  1, 0.5. 0.515693112467306
896783, 2,  3, 0.1. 0.5365853658536586
896783, 3,  9, 0.5. 0.582956940680518
9, 3,  11, 10. 0.5802092414995641
896783, 2,  7, 0.001. 0.5367359229147847
12, 2,  3, 0.1. 0.5396290050590219
12, 2,  11, 0.001. 0.5401911186059584
9, 4,  11, 0.001. 0.5941586748038361
9, 2,  5, 5. 0.5419936065097355
15, 3,  13, 0.1. 0.5791619797525309
45234, 1,  11, 10. 0.4256872852233677
9, 4,  11, 0.1. 0.5941586748038361
896783, 1,  13, 10. 0.41523637458596807
45234, 2,  3, 0.1. 0.5210481099656358
896783, 3,  9, 5. 0.5778380006022282
12, 2,  7, 0.1. 0.5401911186059584
9, 4,  11, 0.5. 0.594449287997675
12, 1,  1, 10. 0.0
896783, 2,  11, 0.001. 0.5367359229147847
896783, 2,  5, 0.1. 0.5367359229147847
9, 2,  13, 0.001. 0.5184539378087765
15, 3,  13, 0.5. 0.5797244094488189
9, 4,  11, 5. 0.5993897122929381
45234, 2,  13, 5. 0.5197594501718213
896783, 3,  9, 10. 0.5840108401084011
45234, 2,  5, 0.1. 0.5210481099656358
45234, 2,  7, 0.5. 0.5214776632302406
9, 4,  11, 10. 0.6227840743969776
9, 2,  3, 0.5. 0.5204882301656495
15, 2,  5, 0.5. 0.5264341957255343
15, 2,  1, 0.001. 0.5248875140607424
15, 3,  13, 5. 0.5828177727784027
45234, 2,  15, 0.001. 0.520618556701031
45234, 2,  1, 0.1. 0.5211912943871707
45234, 1,  9, 10. 0.42010309278350516
896783, 2,  7, 0.1. 0.5367359229147847
9, 5,  11, 0.001. 0.6271432723045627
896783, 4,  9, 0.001. 0.59936766034327
896783, 2,  3, 0.5. 0.5364348087925324
15, 2,  15, 0.001. 0.5251687289088864
9, 2,  1, 5. 0.5065387968613775
9, 5,  11, 0.1. 0.6269979657076431
9, 2,  5, 10. 0.4984016274338855
896783, 4,  9, 0.1. 0.5989159891598916
9, 5,  11, 0.5. 0.6303400174367916
15, 3,  13, 10. 0.5750843644544432
12, 2,  3, 0.5. 0.5422990444069702
45234, 2,  3, 0.5. 0.5210481099656358
12, 2,  11, 0.1. 0.5401911186059584
9, 5,  11, 5. 0.6207497820401047
896783, 4,  9, 0.5. 0.5977115326708823
45234, 2,  11, 0.001. 0.5210481099656358
15, 4,  13, 0.001. 0.6016591676040495
896783, 2,  13, 0.001. 0.5367359229147847
9, 3,  5, 0.001. 0.5716361522813136
9, 1,  9, 10. 0.4170299331589654
896783, 4,  9, 5. 0.6111111111111112
15, 4,  13, 0.1. 0.6013779527559056
12, 2,  1, 0.001. 0.5401911186059584
12, 2,  7, 0.5. 0.5415964024732997
15, 4,  13, 0.5. 0.6022215973003374
896783, 4,  9, 10. 0.41629027401385127
896783, 1,  15, 10. 0.4132791327913279
45234, 2,  13, 10. 0.5186139747995419
896783, 2,  5, 0.5. 0.5362842517314061
9, 3,  5, 0.1. 0.5714908456843941
896783, 2,  11, 0.1. 0.5367359229147847
896783, 5,  9, 0.001. 0.6332429990966576
15, 1,  7, 10. 0.4201349831271091
9, 2,  3, 5. 0.503777971519907
15, 4,  13, 5. 0.6015185601799775
9, 1,  7, 10. 0.3981400755594304
9, 2,  13, 0.1. 0.5181633246149375
896783, 2,  7, 0.5. 0.5365853658536586
15, 1,  3, 10. 0.41268278965129357
45234, 2,  9, 0.001. 0.5210481099656358
15, 2,  1, 0.1. 0.5232002249718786
45234, 2,  5, 0.5. 0.5196162657502864
15, 4,  13, 10. 0.6120641169853769
896783, 2,  3, 5. 0.5394459500150557
45234, 3,  13, 0.001. 0.5783218785796106
45234, 2,  7, 5. 0.5257731958762887
15, 5,  13, 0.001. 0.6339988751406074
9, 3,  5, 0.5. 0.5725079918628305
15, 2,  5, 5. 0.41268278965129357
45234, 2,  1, 0.5. 0.5144616265750286
45234, 2,  15, 0.1. 0.520618556701031
15, 5,  13, 0.1. 0.6334364454443194
12, 1,  13, 10. 0.44280494659921305
15, 5,  13, 0.5. 0.6324521934758155
15, 2,  15, 0.1. 0.5250281214848144
9, 2,  1, 10. 0.5074106364428945
896783, 1,  1, 10. 0.024841915085817526
45234, 2,  3, 5. 0.497709049255441
15, 5,  13, 5. 0.6278121484814398
12, 2,  11, 0.5. 0.5401911186059584
45234, 3,  13, 0.1. 0.5784650630011455
12, 1,  15, 10. 0.4362001124227094
45234, 2,  11, 0.1. 0.520618556701031
9, 3,  5, 5. 0.5775937227550131
12, 2,  3, 5. 0.006464305789769534
896783, 2,  13, 0.1. 0.5367359229147847
9, 2,  9, 0.001. 0.5184539378087765
9, 3,  1, 0.001. 0.5714908456843941
12, 2,  1, 0.1. 0.5397695334457561
896783, 2,  15, 0.001. 0.5365853658536586
45234, 3,  13, 0.5. 0.5788946162657503
12, 1,  5, 10. 0.4398538504777965
9, 3,  5, 10. 0.5752688172043011
12, 2,  7, 5. 0.5327431141090501
12, 1,  9, 10. 0.44378864530635187
9, 2,  3, 10. 0.509009009009009
15, 2,  7, 0.001. 0.5248875140607424
896783, 2,  5, 5. 0.5293586269196026
9, 1,  15, 10. 0.4131066550421389
896783, 2,  11, 0.5. 0.5376392652815417
896783, 2,  7, 5. 0.5388437217705511
9, 2,  7, 0.001. 0.518308631211857
9, 4,  5, 0.001. 0.5947399011915141
45234, 2,  9, 0.1. 0.5210481099656358
15, 2,  3, 0.001. 0.5251687289088864
9, 3,  1, 0.1. 0.5726532984597501
45234, 2,  5, 5. 0.5170389461626576
896783, 2,  3, 10. 0.42999096657633246
9, 2,  13, 0.5. 0.5199070037779715
45234, 3,  13, 5. 0.5790378006872853
15, 2,  1, 0.5. 0.5219347581552306
15, 1,  9, 10. 0.41802587176602923
9, 3,  3, 0.001. 0.5716361522813136
45234, 2,  7, 10. 0.5163230240549829
15, 2,  5, 10. 0.5411979752530933
45234, 2,  1, 5. 0.38230240549828176
45234, 2,  15, 0.5. 0.520618556701031
45234, 2,  3, 10. 0.5008591065292096
896783, 3,  3, 0.001. 0.582956940680518
12, 2,  13, 0.001. 0.5401911186059584
9, 3,  1, 0.5. 0.567712874164487
896783, 2,  1, 0.001. 0.5365853658536586
12, 2,  11, 5. 0.5425801011804384
15, 2,  15, 0.5. 0.5251687289088864
45234, 3,  13, 10. 0.5806128293241696
12, 2,  15, 0.001. 0.5401911186059584
9, 3,  3, 0.1. 0.572362685265911
12, 2,  3, 10. 0.0030916245081506464
45234, 2,  11, 0.5. 0.520475372279496
45234, 3,  7, 0.001. 0.5783218785796106
15, 3,  5, 0.001. 0.5793025871766029
896783, 2,  13, 0.5. 0.53613369467028
9, 2,  9, 0.1. 0.5190351641964546
45234, 3,  3, 0.001. 0.5783218785796106
896783, 3,  3, 0.1. 0.583107497741644
9, 3,  1, 5. 0.46410927056088347
896783, 2,  15, 0.1. 0.5367359229147847
12, 2,  1, 0.5. 0.5410342889263631
12, 2,  5, 0.001. 0.5401911186059584
9, 3,  3, 0.5. 0.572362685265911
12, 3,  3, 0.001. 0.5917650365373806
15, 2,  7, 0.1. 0.5248875140607424
45234, 3,  7, 0.1. 0.5783218785796106
12, 2,  7, 10. 0.538504777965149
896783, 2,  5, 10. 0.3261065943992773
12, 2,  9, 0.001. 0.5401911186059584
15, 3,  5, 0.1. 0.579443194600675
9, 2,  15, 0.001. 0.5190351641964546
896783, 2,  7, 10. 0.5373381511592894
9, 2,  7, 0.1. 0.519761697181052
896783, 2,  11, 5. 0.5344775669978922
45234, 2,  9, 0.5. 0.5211912943871707
15, 2,  3, 0.1. 0.5248875140607424
896783, 3,  3, 0.5. 0.5826558265582655
45234, 3,  3, 0.1. 0.5790378006872853
45234, 2,  5, 10. 0.5146048109965635
9, 2,  13, 5. 0.5175820982272595
15, 2,  1, 5. 0.484392575928009
45234, 3,  7, 0.5. 0.5783218785796106
12, 3,  3, 0.1. 0.5920460933108488
15, 2,  9, 0.001. 0.5248875140607424
15, 3,  5, 0.5. 0.5800056242969629
12, 3,  7, 0.001. 0.5916245081506464
896783, 3,  7, 0.001. 0.582956940680518
896783, 3,  5, 0.001. 0.583107497741644
45234, 2,  1, 10. 0.4766609392898053
896783, 3,  3, 5. 0.5800963565191207
45234, 2,  15, 5. 0.5153207331042382
45234, 3,  3, 0.5. 0.5793241695303551
15, 1,  11, 10. 0.42322834645669294
45234, 3,  5, 0.001. 0.5787514318442154
896783, 2,  1, 0.1. 0.5374887082204155
12, 2,  11, 10. 0.5386453063518831
12, 2,  13, 0.1. 0.5399100618324901
15, 2,  15, 5. 0.5268560179977503
12, 2,  15, 0.1. 0.5401911186059584
45234, 3,  7, 5. 0.5768900343642611
45234, 2,  11, 5. 0.5274914089347079
12, 3,  3, 0.5. 0.5907813378302417
15, 3,  5, 5. 0.20374015748031496
896783, 3,  7, 0.1. 0.583107497741644
12, 3,  7, 0.1. 0.5912029229904441
896783, 3,  5, 0.1. 0.583107497741644
45234, 3,  1, 0.001. 0.5784650630011455
896783, 2,  13, 5. 0.5337247816922613
45234, 3,  3, 5. 0.5528350515463918
9, 2,  9, 0.5. 0.5164196454519036
45234, 3,  5, 0.1. 0.5783218785796106
12, 3,  11, 0.001. 0.5916245081506464
12, 2,  5, 0.1. 0.5401911186059584
896783, 2,  15, 0.5. 0.5367359229147847
12, 2,  1, 5. 0.0037942664418212477
45234, 3,  7, 10. 0.593069873997709
15, 2,  7, 0.5. 0.5243250843644545
896783, 3,  7, 0.5. 0.5828063836193917
896783, 3,  5, 0.5. 0.5828063836193917
15, 3,  5, 10. 0.5800056242969629
12, 3,  7, 0.5. 0.592186621697583
9, 2,  7, 0.5. 0.519180470793374
12, 2,  9, 0.1. 0.5401911186059584
9, 2,  15, 0.1. 0.519180470793374
896783, 2,  11, 10. 0.5281541704305932
45234, 3,  3, 10. 0.5989404352806414
45234, 3,  1, 0.1. 0.5781786941580757
45234, 2,  9, 5. 0.5211912943871707
45234, 3,  5, 0.5. 0.57975372279496
15, 2,  3, 0.5. 0.5220753655793026
15, 4,  5, 0.001. 0.6013779527559056
45234, 4,  3, 0.001. 0.6013745704467354
12, 3,  11, 0.1. 0.5917650365373806
9, 2,  13, 10. 0.5088637024120896
15, 2,  1, 10. 0.003515185601799775
15, 2,  9, 0.1. 0.5251687289088864
15, 4,  5, 0.1. 0.6019403824521935
12, 3,  7, 5. 0.5924676784710512
896783, 3,  5, 5. 0.5892803372478169
896783, 3,  7, 5. 0.5823547124360132
45234, 4,  3, 0.1. 0.6005154639175257
896783, 3,  11, 0.001. 0.582956940680518
45234, 3,  1, 0.5. 0.5827605956471936
12, 3,  11, 0.5. 0.5913434513771781
45234, 3,  5, 5. 0.577033218785796
45234, 2,  15, 10. 0.5231958762886598
15, 2,  11, 0.001. 0.5250281214848144
45234, 4,  3, 0.5. 0.6010882016036655
896783, 2,  1, 0.5. 0.540650406504065
12, 2,  13, 0.5. 0.5403316469926925
15, 3,  1, 0.001. 0.5793025871766029
896783, 3,  5, 10. 0.5984643179765131
15, 2,  15, 10. 0.5275590551181102
9, 3,  13, 0.001. 0.5714908456843941
12, 2,  15, 0.5. 0.5401911186059584
45234, 2,  11, 10. 0.5048682703321878
12, 3,  7, 10. 0.5861439010680157
896783, 3,  7, 10. 0.05344775669978922
896783, 3,  11, 0.1. 0.582956940680518
896783, 2,  13, 10. 0.5392953929539296
896783, 4,  5, 0.001. 0.599217103282144
45234, 3,  1, 5. 0.1595074455899198
9, 2,  9, 5. 0.509590235396687
12, 2,  5, 0.5. 0.5389263631253514
45234, 3,  5, 10. 0.05956471935853379
896783, 4,  7, 0.001. 0.5989159891598916
12, 4,  7, 0.001. 0.6155143338954469
12, 3,  11, 5. 0.5883923552557616
45234, 3,  15, 0.001. 0.5783218785796106
896783, 2,  15, 5. 0.5400481782595604
15, 3,  15, 0.001. 0.5793025871766029
12, 2,  1, 10. 0.5248735244519392
15, 2,  7, 5. 0.5392294713160855
896783, 4,  5, 0.1. 0.5989159891598916
9, 2,  7, 5. 0.5140947399011915
15, 3,  1, 0.1. 0.578458942632171
45234, 4,  5, 0.001. 0.6012313860252004
896783, 4,  7, 0.1. 0.59936766034327
12, 4,  7, 0.1. 0.615654862282181
9, 3,  13, 0.1. 0.5714908456843941
45234, 3,  11, 0.001. 0.5787514318442154
45234, 2,  9, 10. 0.5174684994272624
12, 2,  9, 0.5. 0.5411748173130972
9, 2,  15, 0.5. 0.5167102586457425
896783, 3,  11, 0.5. 0.582956940680518
896783, 3,  13, 0.001. 0.583107497741644
896783, 4,  7, 0.5. 0.5977115326708823
45234, 4,  5, 0.1. 0.6005154639175257
12, 3,  1, 0.001. 0.5916245081506464
12, 4,  7, 0.5. 0.6153738055087128
45234, 3,  1, 10. 0.06944444444444445
12, 3,  11, 10. 0.5851602023608768
45234, 3,  15, 0.1. 0.5787514318442154
896783, 4,  7, 5. 0.6044866004215598
15, 2,  3, 5. 0.5084364454443194
15, 3,  15, 0.1. 0.5791619797525309
45234, 4,  5, 0.5. 0.6026632302405498
45234, 3,  11, 0.1. 0.5783218785796106
12, 4,  7, 5. 0.6072231590781337
45234, 4,  1, 0.001. 0.6013745704467354
45234, 3,  9, 0.001. 0.5788946162657503
15, 3,  1, 0.5. 0.5922384701912261
9, 3,  13, 0.5. 0.572943911653589
12, 4,  11, 0.001. 0.6150927487352446
15, 2,  9, 0.5. 0.5247469066366705
896783, 3,  11, 5. 0.582956940680518
45234, 4,  5, 5. 0.6095360824742269
896783, 3,  13, 0.1. 0.583107497741644
12, 3,  1, 0.1. 0.5920460933108488
12, 2,  13, 5. 0.5400505902192243
45234, 4,  1, 0.1. 0.6003722794959908
12, 4,  7, 10. 0.5503091624508151
15, 3,  15, 0.5. 0.5793025871766029
896783, 2,  1, 5. 0.512646793134598
12, 4,  11, 0.1. 0.6143901068015739
45234, 3,  11, 0.5. 0.5778923253150057
9, 2,  9, 10. 0.5287707061900611
45234, 4,  1, 0.5. 0.5972222222222222
45234, 4,  5, 10. 0.5963631156930126
12, 5,  7, 0.001. 0.6476953344575604
15, 3,  1, 5. 0.5864735658042745
45234, 3,  15, 0.5. 0.5783218785796106
45234, 3,  9, 0.1. 0.5787514318442154
45234, 5,  5, 0.001. 0.6387457044673539
12, 2,  15, 5. 0.5378021360314783
896783, 2,  15, 10. 0.5239385727190605
896783, 3,  11, 10. 0.5858175248419151
12, 4,  11, 0.5. 0.616919617762788
9, 2,  7, 10. 0.08020924149956409
9, 3,  13, 5. 0.5726532984597501
45234, 4,  1, 5. 0.5731672394043528
45234, 5,  5, 0.1. 0.638602520045819
896783, 4,  11, 0.001. 0.59936766034327
45234, 3,  11, 5. 0.5743127147766323
12, 2,  9, 5. 0.5379426644182125
896783, 3,  13, 0.5. 0.5837097259861488
9, 3,  9, 0.001. 0.5714908456843941
12, 3,  1, 0.5. 0.5896571107363687
15, 2,  7, 10. 0.06974128233970754
45234, 4,  1, 10. 0.5897766323024055
12, 4,  11, 5. 0.613265879707701
45234, 5,  5, 0.5. 0.6390320733104238
45234, 3,  9, 0.5. 0.5786082474226805
896783, 4,  11, 0.1. 0.5987654320987654
15, 3,  15, 5. 0.5741001124859393
12, 2,  5, 5. 0.23735244519392917
45234, 3,  15, 5. 0.5777491408934707
45234, 5,  1, 0.001. 0.6390320733104238
9, 3,  7, 0.001. 0.5716361522813136
15, 3,  1, 10. 0.25745219347581555
12, 4,  11, 10. 0.6110174255199551
45234, 5,  1, 0.1. 0.6388888888888888
9, 3,  9, 0.1. 0.5720720720720721
9, 2,  15, 5. 0.516855565242662
896783, 3,  13, 5. 0.5835591689250226
896783, 4,  11, 0.5. 0.59936766034327
896783, 3,  15, 0.001. 0.582956940680518
15, 3,  15, 10. 0.5749437570303711
45234, 3,  15, 10. 0.5760309278350515
9, 3,  13, 10. 0.5845684394071491
15, 4,  1, 0.001. 0.6016591676040495
12, 5,  11, 0.001. 0.6475548060708263
12, 2,  13, 10. 0.5348510399100619
45234, 5,  1, 0.5. 0.6424684994272624
9, 3,  7, 0.1. 0.5717814588782331
45234, 3,  11, 10. 0.5854810996563574
15, 3,  7, 0.001. 0.5791619797525309
12, 3,  1, 5. 0.5667509836987071
15, 4,  15, 0.001. 0.6016591676040495
12, 5,  11, 0.1. 0.6475548060708263
45234, 4,  15, 0.001. 0.6013745704467354
896783, 4,  11, 5. 0.5895814513700692
45234, 3,  9, 5. 0.5708762886597938
15, 2,  9, 5. 0.532058492688414
9, 4,  13, 0.001. 0.5941586748038361
45234, 4,  11, 0.001. 0.6012313860252004
9, 3,  9, 0.5. 0.5712002324905551
15, 4,  1, 0.1. 0.6039088863892014
15, 4,  15, 0.1. 0.6012373453318335
15, 2,  3, 10. 0.48172103487064116
12, 5,  11, 0.5. 0.6482574480044969
896783, 3,  13, 10. 0.5776874435411021
45234, 4,  15, 0.1. 0.6016609392898052
896783, 3,  15, 0.1. 0.582956940680518
9, 4,  13, 0.1. 0.5951758209822726
896783, 4,  11, 10. 0.5377898223426679
15, 4,  1, 0.5. 0.5920978627671541
12, 5,  11, 5. 0.6461495222034851
45234, 4,  11, 0.1. 0.6018041237113402
15, 4,  15, 0.5. 0.6017997750281214
9, 3,  7, 0.5. 0.5714908456843941
896783, 2,  1, 10. 0.5353809093646492
896783, 4,  13, 0.001. 0.5987654320987654
12, 3,  1, 10. 0.0567734682405846
896783, 5,  11, 0.001. 0.6324902137910268
15, 3,  7, 0.1. 0.5793025871766029
12, 3,  13, 0.001. 0.5916245081506464
45234, 4,  15, 0.5. 0.6005154639175257
9, 4,  13, 0.5. 0.5922696890438826
