,val_loss,loss
0,0.009671019561947679,0.03182930938201025
1,0.009070577321147107,0.008628795579231035
2,0.008529258307929699,0.008028855667604754
3,0.008118852100449544,0.007578819392559429
4,0.007835201888911401,0.007204632767631362
5,0.007269422684570285,0.0068197461000333226
6,0.006978820392125567,0.006438308991103744
7,0.00657694992931108,0.006080186956872543
8,0.006208144607907316,0.005752498377114534
9,0.0059142835210835515,0.005438109743408859
10,0.005629454379703268,0.005172105234426756
11,0.005365910854784654,0.004904203570913523
12,0.005132546906353306,0.004668055313716953
13,0.004931900358257624,0.004446135593267778
14,0.004739232205838411,0.004245513186712439
15,0.004599046677991475,0.004059637564932927
16,0.004427591058351347,0.003904825553763658
17,0.004318884588960571,0.003747258255801474
18,0.004178800950046517,0.0036257447112196437
19,0.004054794829041756,0.003492089816912388
20,0.003969245506729002,0.0033882506269340713
21,0.0038341446965314027,0.003281488867166142
22,0.0037665476413765472,0.003185674804262817
23,0.0036873307130902856,0.003096736668764303
24,0.0036079240842966788,0.0030149015481583776
25,0.003559720092545885,0.002942011562602905
26,0.0034734035526522962,0.002868789210333489
27,0.0034084968799508587,0.002792022147332318
28,0.003343567572784706,0.0027258739738802735
29,0.0033223301313811313,0.0026777494698762895
30,0.003246024409556557,0.002621063747210428
31,0.0031835387354141155,0.00254914254473988
32,0.00316300201910452,0.002501528314314783
33,0.0031386214255067547,0.002449840809761857
34,0.0030989891917528305,0.002409162880697598
35,0.0030486319466274344,0.002371543686604127
36,0.0030060087305886604,0.002326008562037411
37,0.0029690881132881505,0.0023058204591507093
38,0.002953206900618599,0.002261951866482074
39,0.0029321345578000395,0.0022215219874245425
40,0.0028988919305952382,0.002186077481989438
41,0.0028937458899181544,0.0021505959846156958
42,0.002831200746884353,0.0021256540048246583
43,0.002820878116370634,0.0020908005477394908
44,0.00281340487965033,0.0020683840858206773
45,0.0028041130074135884,0.002025165105199752
46,0.0027617581751030497,0.0020170589191062997
47,0.0027547356799442905,0.001994324071953694
48,0.0027455186039716797,0.001975575070052097
49,0.002749835161114749,0.0019441784291605775
50,0.0027202424613381442,0.0019249758557028447
51,0.002704177552639225,0.0019017869713328158
52,0.0026836329104186984,0.001888887736519488
53,0.00268088930837216,0.001863198543045049
54,0.0026501672090250886,0.0018524100858485326
55,0.0026483345746628915,0.0018280141666764393
56,0.0026460100012518886,0.0017997214813173438
57,0.0026372411142125034,0.0017862347012851387
58,0.002637572468187276,0.0017794263034981365
59,0.0026206769446758833,0.0017669684826008354
60,0.0026291075086784226,0.0017542112870917966
61,0.002570925609972885,0.001750829919668225
62,0.0025709670097366025,0.0017345833301078528
63,0.002564113865222819,0.0017184076549407715
64,0.0025647580476657198,0.001702155729678149
65,0.0025507518387340826,0.0016884245356777682
66,0.002564076604971359,0.001674183776291708
67,0.00255157237762641,0.0016794891455598796
68,0.0025433744621026853,0.001656239123743338
69,0.0025340662429888926,0.0016582876463265468
70,0.002545648604473625,0.001636630047384339
71,0.0025405822893406612,0.0016320333825812364
72,0.0025202375388026633,0.0016438212672558923
73,0.002506637949252074,0.0016216832795180381
74,0.0025012262426223914,0.0016046550202493866
75,0.0025294226481334813,0.0016044510140394172
76,0.002533244725975805,0.0018355494423303754
77,0.0025021807871529974,0.001644395676945957
78,0.0024902181695230876,0.0016268847956477353
79,0.0024674888348293514,0.0015932678778578216
80,0.0024814661232556564,0.0015877889750602965
81,0.002503806118315018,0.0015704771018742274
82,0.0025012780443465095,0.001565634394258571
83,0.002489515178778094,0.0015561720521266884
84,0.0024785708076787796,0.0015468142664758489
85,0.002489379288062478,0.0015434240757410103
86,0.0024768171466088723,0.0015368014331518982
87,0.002504846476021523,0.0015310717416771999
88,0.0024655976393058946,0.0015174876326151812
89,0.002505828896800421,0.0015086532570421697
90,0.0024734189903264574,0.0015130255468344936
91,0.002494614153243354,0.001500781064775462
92,0.002501067687661396,0.001501756114885211
93,0.0024599325139248785,0.0015001729441185792
94,0.002482914771541235,0.0014959490227435404
95,0.0025216035368508874,0.001491999829886481
96,0.0024816574288247482,0.0014995239189981172
97,0.0024798389135912507,0.0014823639949706072
98,0.0024840221272323564,0.0014796104117219026
99,0.002480425448404421,0.0014859124377835542
100,0.002481128448044937,0.0014666084617298717
101,0.0024868202886151216,0.0014630450508169208
102,0.002547510572016066,0.001639188474897916
103,0.002519361080719387,0.001708053411372627
