,val_loss,loss
0,0.014185447976042662,0.04066768290940672
1,0.012360842452938375,0.013239224064939966
2,0.011628964198041596,0.011931795809262742
3,0.011122682988891174,0.01126083912483106
4,0.010825748917371331,0.010814195568673312
5,0.01058365927507909,0.010642188360604148
6,0.010472141546614938,0.01032675695605576
7,0.010267275954872073,0.010113755920125792
8,0.010171459851619413,0.009916134279531736
9,0.01004992123767486,0.009742653699746976
10,0.009893181832798097,0.009595525416079909
11,0.009752049287193242,0.009460757917258889
12,0.009647675301025675,0.00932636617217213
13,0.009602665443258033,0.009187838702928275
14,0.009590205850939814,0.009816206557055314
15,0.009411890666152155,0.00904603701395293
16,0.00932346094412067,0.008906547690276056
17,0.009243719220978278,0.008741375528431187
18,0.009158755946545506,0.0087275108982188
19,0.009097919715846892,0.008632448020701606
20,0.008963162852977201,0.008490039470295111
21,0.009302237686821788,0.01135619543104743
22,0.009091814255892637,0.009268253024977942
23,0.008962730125236353,0.008658589981496333
24,0.008851644740845278,0.008516044678011288
25,0.008851481935758132,0.008412952154564361
26,0.008741423107089592,0.008296340079202007
27,0.008671568978912015,0.008244536945130675
28,0.008648948152967267,0.008144979978290697
29,0.008598264003562372,0.00810574097170805
30,0.008549236287161758,0.008107953805786867
31,0.008605313864830523,0.008389415234948199
32,0.008518806268829246,0.008031587694616368
33,0.00841378964223834,0.00793177701610451
34,0.00839522857516014,0.007853686960879713
35,0.008461594584698098,0.007968539965804666
36,0.008377162411660451,0.007871145762813588
37,0.008320583528730758,0.007825580530334265
38,0.008348350323414883,0.0078026326334414385
39,0.008346654143667103,0.008677514743370314
40,0.008313954826382506,0.007844214447929213
41,0.00822101366950626,0.007740906816131125
42,0.008228667578551658,0.007710711607554307
43,0.008294681480086325,0.008318262931425124
44,0.008276611226193137,0.007988280535209924
45,0.008656000316242047,0.017421690908183032
46,0.008387349289145779,0.008275170201280465
47,0.008285693384929748,0.008049870115549614
48,0.008205262674916029,0.007921043895961096
49,0.008151826235246025,0.007772255851887166
50,0.008095429019006185,0.007723940377278874
51,0.008676046604581449,0.06104756407051658
52,0.008924512585556982,0.06698132711462676
53,0.008611112839211262,0.008735777286347002
54,0.008499429189906366,0.00860531764725844
55,0.008365768830963346,0.008328618470113725
56,0.008294571286989407,0.008156771364156157
57,0.008254252603135236,0.008209855128855754
58,0.008197446276381167,0.008050644719817986
59,0.008134046420950034,0.007985065062530338
60,0.008105454539440796,0.007902752499406536
