9, 58, 0.7388840453356582
12, 62, 0.7448004496908376
15, 62, 0.7483127109111362
45234, 62, 0.7488545246277205
896783, 62, 0.7487202649804275
9, 1, 0.24135425748328973
9, 2, 0.33754722464399883
12, 1, 0.24845418774592468
896783, 1, 0.2449563384522734
9, 3, 0.40700377797151993
15, 1, 0.24957817772778404
45234, 1, 0.2442726231386025
12, 2, 0.3607363687464868
9, 4, 0.4998546934030805
896783, 2, 0.347485697079193
15, 2, 0.37232845894263217
45234, 2, 0.3602520045819015
12, 3, 0.4253794266441821
9, 5, 0.5823888404533566
896783, 3, 0.42667871123155676
15, 3, 0.4326490438695163
45234, 3, 0.4332760595647194
12, 4, 0.5092748735244519
896783, 4, 0.5150557061126166
15, 4, 0.5202474690663667
12, 5, 0.5796795952782462
45234, 4, 0.5211912943871707
896783, 5, 0.5883769948810599
15, 5, 0.594066366704162
45234, 5, 0.597651775486827
