12, 1, 0.1654320987654321
9, 1, 0.20517097581317764
45234, 1, 0.18797629127857748
15, 1, 0.17845394736842105
12, 2, 0.2905349794238683
12, 3, 0.34074074074074073
9, 2, 0.31859883236030023
45234, 2, 0.30143945808636746
15, 2, 0.2878289473684211
12, 4, 0.3530864197530864
9, 3, 0.35446205170975814
45234, 3, 0.34631668077900085
15, 3, 0.3182565789473684
12, 5, 0.3506172839506173
9, 4, 0.37281067556296915
45234, 4, 0.35309060118543606
15, 4, 0.32319078947368424
12, 15, 0.3506172839506173
9, 5, 0.37447873227689743
45234, 5, 0.3556308213378493
15, 5, 0.32730263157894735
9, 15, 0.37364470391993326
45234, 15, 0.35478408128704486
15, 15, 0.32894736842105265
896783, 1, 0.18438538205980065
896783, 2, 0.3073089700996678
896783, 3, 0.3654485049833887
896783, 4, 0.3654485049833887
896783, 5, 0.36295681063122925
896783, 14, 0.3654485049833887
