896783, 1, 0.4468533574224631,
9, 1, 0.4369369369369369,
12, 1, 0.45179876335019675,
45234, 1, 0.4480240549828179,
15, 1, 0.44010123734533185,
896783, 2, 0.5945498343872327,
9, 2, 0.5736704446381866,
45234, 2, 0.5814719358533792,
12, 2, 0.5872681281618887,
896783, 3, 0.6627521830773864,
15, 2, 0.5918166479190101,
9, 3, 0.6659401336820692,
896783, 4, 0.7268894911171334,
45234, 3, 0.6673825887743413,
12, 3, 0.6710230466554244,
9, 4, 0.7369950595757048,
896783, 5, 0.7732610659439928,
45234, 4, 0.743270332187858,
9, 5, 0.7837837837837838,
12, 4, 0.734822934232715,
896783, 62, 0.8277627220716651,
45234, 5, 0.7847938144329897,
15, 3, 0.6640888638920135,
12, 5, 0.7797920179876335,
9, 58, 0.8333333333333334,
45234, 62, 0.8389175257731959,
12, 62, 0.8343170320404721,
15, 4, 0.7297525309336333,
15, 5, 0.7765748031496063,
15, 62, 0.8357705286839145,
