15, 1, 0.4284308211473566,
12, 1, 0.4425238898257448,
896783, 1, 0.4378199337548931,
9, 1, 0.4253124091833769,
45234, 1, 0.44143757159221075,
15, 2, 0.562007874015748,
12, 2, 0.5604272062956718,
896783, 2, 0.5608250526949714,
9, 2, 0.543882592269689,
15, 3, 0.640607424071991,
12, 3, 0.6521922428330523,
45234, 2, 0.550114547537228,
15, 4, 0.703177727784027,
12, 4, 0.7119168071950533,
896783, 3, 0.6437819933754894,
15, 5, 0.7575928008998876,
12, 5, 0.764052838673412,
896783, 4, 0.703101475459199,
15, 62, 0.8259280089988752,
9, 3, 0.6365882011043301,
12, 62, 0.8271500843170321,
45234, 3, 0.6460481099656358,
896783, 5, 0.7539897621198434,
9, 4, 0.7038651554780587,
45234, 4, 0.7164948453608248,
896783, 62, 0.8187292984040951,
9, 5, 0.7583551293228713,
45234, 5, 0.763459335624284,
9, 58, 0.8177855274629469,
45234, 62, 0.82975372279496,
