15, 1, 0.4398200224971879,
9, 1, 0.4347573379831444,
896783, 1, 0.44459500150557063,
45234, 1, 0.4513172966781214,
12, 1, 0.45109612141652616,
15, 2, 0.5527277840269966,
9, 2, 0.547660563789596,
896783, 2, 0.5638361939174947,
15, 3, 0.6070022497187851,
9, 3, 0.6069456553327521,
45234, 2, 0.5498281786941581,
896783, 3, 0.6082505269497139,
15, 4, 0.6420134983127109,
9, 4, 0.6428363847718687,
12, 2, 0.5647835862844295,
15, 5, 0.6653543307086615,
9, 5, 0.6669572798605057,
896783, 4, 0.6395663956639567,
896783, 5, 0.6648599819331527,
15, 62, 0.6938976377952756,
9, 58, 0.6870095902353966,
45234, 3, 0.6091065292096219,
896783, 62, 0.6880457693465823,
12, 3, 0.6181843732433951,
45234, 4, 0.6533505154639175,
45234, 5, 0.6758304696449027,
12, 4, 0.6516301292861157,
45234, 62, 0.695446735395189,
12, 5, 0.6769252388982574,
12, 62, 0.6964586846543002,
