relu ,(64,), 1, 0.7779301614094315
relu ,(64,), 2, 0.712143611404435
relu ,(64,), 3, 0.7034846884899684
tanh ,(64,), 1, 0.7733361459761628
tanh ,(64,), 2, 0.7089757127771911
tanh ,(64,), 3, 0.7013727560718057
logistic ,(64,), 1, 0.7735470941883769
logistic ,(64,), 2, 0.7060190073917635
logistic ,(64,), 3, 0.6988384371700106
tanh ,(128, 64), 1, 0.8120649651972158
tanh ,(256,), 1, 0.7684354889756304
tanh ,(128, 64), 2, 0.7505807814149947
tanh ,(128, 64), 3, 0.7425554382259767
tanh ,(256,), 2, 0.7034846884899684
tanh ,(256,), 3, 0.693558606124604
relu ,(128, 64), 1, 0.7795358649789029
relu ,(128, 64), 2, 0.719324181626188
relu ,(128, 64), 3, 0.7102428722280887
relu ,(256,), 1, 0.7830397637380023
relu ,(256,), 2, 0.721013727560718
relu ,(256,), 3, 0.7127771911298838
logistic ,(128, 64), 1, 0.7513975319059171
logistic ,(128, 64), 2, 0.6766631467793031
logistic ,(128, 64), 3, 0.665258711721225
logistic ,(256,), 1, 0.7444608567208273
logistic ,(256,), 2, 0.6680747703030944
logistic ,(256,), 3, 0.6587117212249208
