Seed, Order, mu, sigma, Accuracy, Supervison
12, 4,  3, 5, 0.6254918493535694,w
45234, 4,  1, 0.1, 0.6845647193585338,w
15, 4,  3, 10, 0.6609955005624297,w
15, 4,  11, 5, 0.6677446569178853,w
15, 4,  1, 10, 0.6417322834645669,w
12, 4,  9, 5, 0.681000562113547,w
15, 3,  13, 5, 0.608970753655793,w
15, 4,  15, 0.1, 0.6743532058492688,w
9, 4,  13, 10, 0.6707352513804127,w
12, 4,  5, 0.5, 0.6840921866216976,w
15, 5,  1, 0.001, 0.7290494938132733,w
12, 4,  11, 0.001, 0.6847948285553682,w
15, 5,  3, 0.001, 0.7284870641169854,w
45234, 4,  11, 5, 0.6968785796105383,w
9, 4,  15, 0.001, 0.6688462656204591,w
12, 4,  3, 10, 0.698566610455312,w
45234, 4,  1, 0.5, 0.6832760595647194,w
9, 5,  13, 0.001, 0.7246439988375473,w
45234, 4,  9, 5, 0.6857101947308133,w
9, 4,  9, 5, 0.6775646614356292,w
12, 3,  15, 5, 0.6194491287240023,w
15, 4,  11, 10, 0.6535433070866141,w
12, 4,  9, 10, 0.6839516582349635,w
15, 4,  15, 0.5, 0.6751968503937008,w
15, 5,  3, 0.1, 0.7290494938132733,w
12, 5,  3, 0.001, 0.7366498032602585,w
9, 5,  13, 0.1, 0.7242080790467887,w
12, 4,  5, 5, 0.6797358066329399,w
12, 4,  11, 0.1, 0.6847948285553682,w
15, 5,  11, 0.001, 0.7287682789651294,w
12, 5,  9, 0.001, 0.7366498032602585,w
45234, 4,  11, 10, 0.6619415807560137,w
9, 4,  15, 0.1, 0.6687009590235397,w
45234, 4,  1, 5, 0.6965922107674685,w
45234, 4,  9, 10, 0.6748281786941581,w
9, 4,  9, 10, 0.6509735541993606,w
15, 5,  3, 0.5, 0.7256749156355455,w
12, 3,  13, 5, 0.6212759977515458,w
12, 5,  3, 0.1, 0.7352445193929174,w
9, 5,  13, 0.5, 0.7247893054344667,w
15, 4,  15, 5, 0.6778683914510686,w
15, 5,  11, 0.1, 0.7290494938132733,w
12, 5,  9, 0.1, 0.7363687464867903,w
45234, 5,  11, 0.001, 0.7368270332187858,w
15, 3,  13, 10, 0.5968785151856018,w
45234, 5,  9, 0.001, 0.7371134020618557,w
9, 5,  9, 0.001, 0.7247893054344667,w
12, 4,  5, 10, 0.6783305227655987,w
12, 5,  3, 0.5, 0.7328555368184373,w
9, 5,  13, 5, 0.7221737866899157,w
12, 4,  11, 0.5, 0.6839516582349635,w
9, 4,  15, 0.5, 0.6698634117988956,w
45234, 4,  1, 10, 0.663516609392898,w
15, 5,  11, 0.5, 0.7303149606299213,w
12, 5,  9, 0.5, 0.7360876897133221,w
45234, 5,  11, 0.1, 0.7372565864833907,w
45234, 5,  9, 0.1, 0.7372565864833907,w
12, 5,  5, 0.001, 0.735947161326588,w
15, 4,  15, 10, 0.639341957255343,w
9, 5,  9, 0.1, 0.7244986922406277,w
12, 3,  15, 10, 0.4991568296795953,w
12, 5,  3, 5, 0.7601180438448567,w
9, 5,  13, 10, 0.7166521360069747,w
15, 5,  11, 5, 0.7329865016872891,w
45234, 5,  1, 0.001, 0.7368270332187858,w
12, 5,  9, 5, 0.7303260258572232,w
15, 4,  13, 0.001, 0.6747750281214848,w
45234, 5,  11, 0.5, 0.7368270332187858,w
45234, 5,  9, 0.5, 0.736397479954181,w
12, 4,  11, 5, 0.6805789769533446,w
15, 5,  15, 0.001, 0.7284870641169854,w
12, 5,  5, 0.1, 0.7365092748735245,w
9, 5,  9, 0.5, 0.7244986922406277,w
9, 4,  15, 5, 0.6627433885498402,w
12, 5,  3, 10, 0.693929173693086,w
45234, 5,  1, 0.1, 0.7376861397479955,w
15, 5,  11, 10, 0.7315804274465691,w
12, 5,  9, 10, 0.7134626194491287,w
45234, 5,  11, 5, 0.7282359679266895,w
45234, 5,  9, 5, 0.7555841924398625,w
12, 62,  3, 0.001, 0.811973018549747,w
12, 4,  15, 0.001, 0.6852164137155705,w
12, 3,  13, 10, 0.6323777403035413,w
12, 5,  5, 0.5, 0.7331365935919055,w
15, 5,  15, 0.1, 0.7284870641169854,w
9, 5,  9, 5, 0.7288578901482128,w
15, 62,  11, 0.001, 0.8059617547806525,w
12, 62,  9, 0.001, 0.8116919617762788,w
15, 4,  13, 0.1, 0.6747750281214848,w
12, 62,  3, 0.1, 0.8132377740303541,w
45234, 5,  1, 0.5, 0.7336769759450171,w
12, 4,  11, 10, 0.6773468240584598,w
45234, 5,  11, 10, 0.7235108820160366,w
45234, 5,  9, 10, 0.7385452462772051,w
12, 62,  9, 0.1, 0.8115514333895447,w
9, 4,  15, 10, 0.6628886951467596,w
15, 5,  15, 0.5, 0.7290494938132733,w
12, 5,  5, 5, 0.7706576728499157,w
9, 5,  9, 10, 0.22885789014821273,w
12, 62,  3, 0.5, 0.8094435075885329,w
45234, 62,  11, 0.001, 0.8115693012600229,w
12, 62,  9, 0.5, 0.8126756604834177,w
45234, 62,  9, 0.001, 0.811426116838488,w
45234, 5,  1, 5, 0.7703321878579611,w
12, 4,  15, 0.1, 0.6847948285553682,w
12, 5,  11, 0.001, 0.7366498032602585,w
12, 62,  3, 5, 0.6280213603147836,w
9, 58,  9, 0.001, 0.7978785236849752,w
12, 4,  13, 0.001, 0.6852164137155705,w
9, 5,  15, 0.001, 0.7242080790467887,w
45234, 62,  11, 0.1, 0.8111397479954181,w
12, 62,  9, 5, 0.8163293985385047,w
15, 5,  15, 5, 0.7253937007874016,w
45234, 62,  9, 0.1, 0.8109965635738832,w
15, 4,  13, 0.5, 0.6746344206974129,w
12, 5,  5, 10, 0.7397414277684092,w
12, 62,  3, 10, 0.7306070826306914,w
9, 58,  9, 0.1, 0.7977332170880558,w
45234, 5,  1, 10, 0.7132016036655212,w
12, 62,  9, 10, 0.7883642495784149,w
45234, 62,  11, 0.5, 0.811282932416953,w
45234, 62,  9, 0.5, 0.8111397479954181,w
12, 5,  11, 0.1, 0.7369308600337268,w
12, 62,  5, 0.001, 0.8116919617762788,w
9, 5,  15, 0.1, 0.7243533856437082,w
9, 58,  9, 0.5, 0.7968613775065388,w
15, 5,  15, 10, 0.7221597300337458,w
45234, 62,  1, 0.001, 0.8117124856815578,w
45234, 62,  11, 5, 0.8197308132875143,w
45234, 62,  9, 5, 0.8058419243986255,w
12, 4,  15, 0.5, 0.6856379988757729,w
12, 62,  5, 0.1, 0.8123946037099494,w
12, 4,  13, 0.1, 0.6847948285553682,w
9, 58,  9, 5, 0.7977332170880558,w
15, 62,  15, 0.001, 0.8061023622047244,w
45234, 62,  1, 0.1, 0.8118556701030928,w
12, 5,  11, 0.5, 0.7352445193929174,w
15, 4,  13, 5, 0.6595894263217098,w
45234, 62,  11, 10, 0.7965349369988545,w
45234, 62,  9, 10, 0.8052691867124857,w
9, 5,  15, 0.5, 0.7256611450159838,w
12, 62,  5, 0.5, 0.8128161888701517,w
9, 58,  9, 10, 0.7933740191804708,w
15, 62,  15, 0.1, 0.8056805399325084,w
45234, 62,  1, 0.5, 0.8075601374570447,w
12, 62,  5, 5, 0.8094435075885329,w
12, 5,  11, 5, 0.7325744800449691,w
15, 62,  15, 0.5, 0.8061023622047244,w
9, 5,  15, 5, 0.7224643998837548,w
12, 4,  15, 5, 0.6769252388982574,w
45234, 62,  1, 5, 0.7932416953035509,w
12, 4,  13, 0.5, 0.6840921866216976,w
12, 62,  5, 10, 0.712619449128724,w
15, 62,  15, 5, 0.8046962879640045,w
15, 4,  13, 10, 0.6657761529808774,w
45234, 62,  1, 10, 0.5700171821305842,w
12, 5,  11, 10, 0.7688308038223721,w
9, 5,  15, 10, 0.7194129613484452,w
15, 62,  15, 10, 0.8037120359955006,w
12, 62,  11, 0.001, 0.811832490163013,w
9, 58,  15, 0.001, 0.7980238302818948,w
15, 5,  13, 0.001, 0.7287682789651294,w
12, 4,  15, 10, 0.7210511523327712,w
12, 4,  13, 5, 0.6873243395165823,w
12, 62,  11, 0.1, 0.8116919617762788,w
9, 58,  15, 0.1, 0.7977332170880558,w
15, 5,  13, 0.1, 0.7287682789651294,w
12, 5,  15, 0.001, 0.7366498032602585,w
12, 62,  11, 0.5, 0.8116919617762788,w
9, 58,  15, 0.5, 0.7977332170880558,w
9, 58,  15, 5, 0.7996222028480093,w
12, 62,  11, 5, 0.8140809443507588,w
12, 5,  15, 0.1, 0.7363687464867903,w
15, 5,  13, 0.5, 0.7284870641169854,w
12, 4,  13, 10, 0.681141090500281,w
9, 58,  15, 10, 0.8113920371984888,w
12, 62,  11, 10, 0.7227374929735807,w
12, 5,  15, 0.5, 0.7369308600337268,w
15, 5,  13, 5, 0.7227221597300337,w
12, 5,  13, 0.001, 0.7366498032602585,w
12, 5,  15, 5, 0.732433951658235,w
15, 5,  13, 10, 0.7068335208098988,w
12, 5,  13, 0.1, 0.7360876897133221,w
15, 62,  13, 0.001, 0.8061023622047244,w
12, 5,  15, 10, 0.731309724564362,w
12, 5,  13, 0.5, 0.7369308600337268,w
15, 62,  13, 0.1, 0.8059617547806525,w
12, 62,  15, 0.001, 0.811973018549747,w
15, 62,  13, 0.5, 0.8061023622047244,w
12, 5,  13, 5, 0.7487352445193929,w
12, 62,  15, 0.1, 0.8115514333895447,w
15, 62,  13, 5, 0.8028683914510686,w
12, 62,  15, 0.5, 0.8136593591905565,w
12, 5,  13, 10, 0.7192242833052277,w
15, 62,  13, 10, 0.8056805399325084,w
12, 62,  15, 5, 0.8171725688589095,w
12, 62,  13, 0.001, 0.811973018549747,w
12, 62,  15, 10, 0.8146430578976953,w
12, 62,  13, 0.1, 0.8116919617762788,w
12, 62,  13, 0.5, 0.811973018549747,w
12, 62,  13, 5, 0.8090219224283305,w
12, 62,  13, 10, 0.8139404159640248,w
896783, 1,  9, 0.001, 0.42216199939777177,w/o
45234, 1,  7, 0.001, 0.43442153493699887,w/o
9, 1,  11, 0.001, 0.4106364428945074,w/o
12, 1,  3, 0.001, 0.43324901630129287,w/o
45234, 1,  13, 0.001, 0.43442153493699887,w/o
15, 1,  13, 0.001, 0.421822272215973,w/o
15, 1,  15, 0.001, 0.421822272215973,w/o
9, 1,  3, 0.001, 0.4106364428945074,w/o
15, 1,  5, 0.001, 0.421822272215973,w/o
12, 1,  7, 0.001, 0.43324901630129287,w/o
9, 1,  1, 0.001, 0.4106364428945074,w/o
896783, 1,  3, 0.001, 0.42216199939777177,w/o
45234, 1,  3, 0.001, 0.43442153493699887,w/o
9, 1,  5, 0.001, 0.4106364428945074,w/o
896783, 1,  13, 0.001, 0.42216199939777177,w/o
896783, 1,  7, 0.001, 0.42216199939777177,w/o
45234, 1,  1, 0.001, 0.43442153493699887,w/o
12, 1,  1, 0.001, 0.43324901630129287,w/o
15, 1,  7, 0.001, 0.421822272215973,w/o
12, 1,  11, 0.001, 0.43324901630129287,w/o
896783, 1,  5, 0.001, 0.42216199939777177,w/o
9, 1,  7, 0.001, 0.4106364428945074,w/o
896783, 1,  11, 0.001, 0.42216199939777177,w/o
45234, 1,  5, 0.001, 0.43442153493699887,w/o
896783, 1,  1, 0.001, 0.42216199939777177,w/o
12, 1,  9, 0.001, 0.43324901630129287,w/o
12, 1,  13, 0.001, 0.43324901630129287,w/o
9, 1,  9, 0.001, 0.4106364428945074,w/o
45234, 1,  9, 0.001, 0.43442153493699887,w/o
12, 1,  15, 0.001, 0.43324901630129287,w/o
45234, 1,  11, 0.001, 0.43442153493699887,w/o
12, 1,  5, 0.001, 0.43324901630129287,w/o
15, 1,  9, 0.001, 0.421822272215973,w/o
15, 1,  1, 0.001, 0.421822272215973,w/o
15, 1,  3, 0.001, 0.421822272215973,w/o
896783, 1,  15, 0.001, 0.42216199939777177,w/o
9, 1,  15, 0.001, 0.4106364428945074,w/o
45234, 1,  15, 0.001, 0.43442153493699887,w/o
9, 1,  13, 0.001, 0.4106364428945074,w/o
15, 1,  11, 0.001, 0.421822272215973,w/o
896783, 1,  9, 0.1, 0.42216199939777177,w/o
45234, 1,  13, 0.1, 0.43442153493699887,w/o
15, 1,  13, 0.1, 0.421822272215973,w/o
12, 1,  3, 0.1, 0.43296795952782463,w/o
12, 1,  7, 0.1, 0.43324901630129287,w/o
45234, 1,  7, 0.1, 0.43442153493699887,w/o
896783, 1,  3, 0.1, 0.42216199939777177,w/o
9, 1,  1, 0.1, 0.4154315605928509,w/o
9, 1,  5, 0.1, 0.4116535890729439,w/o
9, 1,  3, 0.1, 0.40889276373147343,w/o
15, 1,  15, 0.1, 0.421822272215973,w/o
45234, 1,  1, 0.1, 0.43556701030927836,w/o
15, 1,  5, 0.1, 0.421822272215973,w/o
9, 1,  11, 0.1, 0.4106364428945074,w/o
45234, 1,  3, 0.1, 0.4345647193585338,w/o
15, 1,  13, 0.5, 0.42154105736782904,w/o
12, 1,  11, 0.1, 0.43324901630129287,w/o
896783, 1,  9, 0.5, 0.4224631135200241,w/o
45234, 1,  5, 0.1, 0.4345647193585338,w/o
45234, 1,  15, 0.1, 0.4354238258877434,w/o
896783, 1,  13, 0.1, 0.42216199939777177,w/o
12, 1,  1, 0.1, 0.43240584598088816,w/o
896783, 1,  7, 0.1, 0.4212586570310147,w/o
896783, 1,  11, 0.1, 0.42216199939777177,w/o
45234, 1,  13, 0.5, 0.43442153493699887,w/o
15, 1,  1, 0.1, 0.4229471316085489,w/o
15, 1,  7, 0.1, 0.421822272215973,w/o
9, 1,  13, 0.1, 0.4106364428945074,w/o
896783, 1,  15, 0.1, 0.42216199939777177,w/o
896783, 1,  5, 0.1, 0.42216199939777177,w/o
9, 1,  7, 0.1, 0.4106364428945074,w/o
12, 1,  15, 0.1, 0.43324901630129287,w/o
12, 1,  9, 0.1, 0.43324901630129287,w/o
896783, 1,  1, 0.1, 0.4212586570310147,w/o
9, 1,  9, 0.1, 0.4106364428945074,w/o
12, 1,  5, 0.1, 0.43395165823496346,w/o
45234, 1,  9, 0.1, 0.4354238258877434,w/o
15, 1,  9, 0.1, 0.421822272215973,w/o
15, 1,  3, 0.1, 0.421822272215973,w/o
45234, 1,  11, 0.1, 0.43442153493699887,w/o
12, 1,  13, 0.1, 0.43324901630129287,w/o
15, 1,  11, 0.1, 0.421822272215973,w/o
9, 1,  15, 0.1, 0.4106364428945074,w/o
9, 1,  5, 0.5, 0.4116535890729439,w/o
9, 1,  3, 0.5, 0.4154315605928509,w/o
896783, 1,  3, 0.5, 0.4215597711532671,w/o
15, 1,  5, 0.5, 0.422244094488189,w/o
45234, 1,  7, 0.5, 0.43399198167239406,w/o
12, 1,  3, 0.5, 0.43296795952782463,w/o
12, 1,  7, 0.5, 0.4342327150084317,w/o
45234, 1,  1, 0.5, 0.43442153493699887,w/o
9, 1,  1, 0.5, 0.42342342342342343,w/o
15, 1,  13, 5, 0.42154105736782904,w/o
896783, 1,  11, 0.5, 0.4212586570310147,w/o
9, 1,  11, 0.5, 0.41238012205754143,w/o
12, 1,  11, 0.5, 0.433389544688027,w/o
45234, 1,  5, 0.5, 0.43399198167239406,w/o
15, 1,  15, 0.5, 0.421822272215973,w/o
45234, 1,  3, 0.5, 0.4354238258877434,w/o
45234, 1,  15, 0.5, 0.4345647193585338,w/o
896783, 1,  5, 0.5, 0.4224631135200241,w/o
896783, 1,  9, 5, 0.4235170129479073,w/o
896783, 1,  7, 0.5, 0.4232158988256549,w/o
15, 1,  1, 0.5, 0.41169853768278963,w/o
45234, 1,  9, 0.5, 0.43556701030927836,w/o
896783, 1,  13, 0.5, 0.42216199939777177,w/o
12, 1,  1, 0.5, 0.44210230466554246,w/o
9, 1,  13, 0.5, 0.4132519616390584,w/o
12, 1,  13, 0.5, 0.4335300730747611,w/o
45234, 1,  11, 0.5, 0.434135166093929,w/o
9, 1,  5, 5, 0.4084568439407149,w/o
896783, 1,  15, 0.5, 0.42216199939777177,w/o
15, 1,  3, 0.5, 0.421681664791901,w/o
45234, 1,  13, 5, 0.43714203894616266,w/o
15, 1,  7, 0.5, 0.421822272215973,w/o
12, 1,  15, 0.5, 0.43296795952782463,w/o
9, 1,  7, 0.5, 0.4078756175530369,w/o
12, 1,  9, 0.5, 0.433389544688027,w/o
896783, 1,  1, 0.5, 0.4046973803071364,w/o
12, 1,  5, 0.5, 0.43395165823496346,w/o
9, 1,  9, 0.5, 0.4129613484452194,w/o
15, 1,  5, 5, 0.42435320584926883,w/o
15, 1,  9, 0.5, 0.422244094488189,w/o
9, 1,  15, 0.5, 0.4106364428945074,w/o
15, 1,  11, 0.5, 0.421822272215973,w/o
9, 1,  3, 5, 0.4235687300203429,w/o
896783, 1,  3, 5, 0.42667871123155676,w/o
45234, 1,  5, 5, 0.41652348224513175,w/o
12, 1,  11, 5, 0.4336706014614952,w/o
45234, 1,  3, 5, 0.41537800687285226,w/o
45234, 1,  7, 5, 0.43585337915234823,w/o
12, 1,  3, 5, 0.4300168634064081,w/o
896783, 1,  7, 5, 0.17901234567901234,w/o
896783, 1,  11, 5, 0.4241192411924119,w/o
896783, 1,  5, 5, 0.40906353507979526,w/o
896783, 1,  9, 10, 0.42110809996988857,w/o
45234, 1,  1, 5, 0.003436426116838488,w/o
12, 1,  7, 5, 0.44350758853288363,w/o
9, 1,  1, 5, 0.0027608253414705027,w/o
15, 1,  15, 5, 0.4237907761529809,w/o
9, 1,  11, 5, 0.3982853821563499,w/o
15, 1,  1, 5, 0.41437007874015747,w/o
45234, 1,  15, 5, 0.4372852233676976,w/o
15, 1,  13, 10, 0.41690101237345334,w/o
896783, 2,  9, 0.001, 0.5365853658536586,w/o
15, 2,  13, 0.001, 0.5251687289088864,w/o
45234, 1,  9, 5, 0.4309851088201604,w/o
896783, 1,  13, 5, 0.4247214694369166,w/o
12, 1,  1, 5, 0.04426644182124789,w/o
45234, 1,  11, 5, 0.42912371134020616,w/o
896783, 2,  9, 0.1, 0.5365853658536586,w/o
9, 1,  13, 5, 0.3918918918918919,w/o
896783, 1,  15, 5, 0.42216199939777177,w/o
9, 1,  5, 10, 0.4016274338854984,w/o
15, 1,  3, 5, 0.0,w/o
9, 1,  7, 5, 0.4083115373437954,w/o
15, 2,  13, 0.1, 0.5251687289088864,w/o
12, 1,  13, 5, 0.4280494659921304,w/o
9, 1,  11, 10, 0.3870967741935484,w/o
45234, 1,  13, 10, 0.4354238258877434,w/o
15, 1,  7, 5, 0.4246344206974128,w/o
9, 2,  11, 0.001, 0.5184539378087765,w/o
12, 1,  15, 5, 0.4273468240584598,w/o
896783, 2,  9, 0.5, 0.5364348087925324,w/o
12, 1,  9, 5, 0.4416807195053401,w/o
9, 2,  5, 0.001, 0.518308631211857,w/o
9, 2,  11, 0.1, 0.5180180180180181,w/o
12, 1,  5, 5, 0.44280494659921305,w/o
896783, 1,  1, 5, 0.40213791026799156,w/o
9, 1,  9, 5, 0.42037198488811395,w/o
9, 2,  11, 0.5, 0.519180470793374,w/o
15, 2,  13, 0.5, 0.5251687289088864,w/o
9, 1,  1, 10, 0.38927637314734087,w/o
45234, 2,  13, 0.001, 0.520618556701031,w/o
15, 1,  5, 10, 0.41774465691788526,w/o
9, 1,  15, 5, 0.4176111595466434,w/o
45234, 1,  7, 10, 0.41967353951890035,w/o
15, 1,  9, 5, 0.421681664791901,w/o
9, 2,  11, 5, 0.5286253995931415,w/o
9, 1,  3, 10, 0.30528916012786983,w/o
896783, 2,  9, 5, 0.5382414935260463,w/o
12, 1,  3, 10, 0.002529510961214165,w/o
9, 2,  5, 0.1, 0.5180180180180181,w/o
9, 2,  1, 0.001, 0.5190351641964546,w/o
896783, 1,  3, 10, 0.4218608852755194,w/o
15, 1,  11, 5, 0.421681664791901,w/o
45234, 1,  3, 10, 0.29581901489117984,w/o
15, 2,  13, 5, 0.5300899887514061,w/o
12, 1,  7, 10, 0.43591905564924116,w/o
9, 2,  11, 10, 0.21142109851787272,w/o
45234, 1,  5, 10, 0.0,w/o
45234, 2,  13, 0.1, 0.520618556701031,w/o
15, 2,  5, 0.001, 0.5248875140607424,w/o
896783, 1,  5, 10, 0.4349593495934959,w/o
45234, 2,  7, 0.001, 0.520618556701031,w/o
9, 3,  11, 0.001, 0.5714908456843941,w/o
9, 2,  3, 0.001, 0.518308631211857,w/o
45234, 1,  1, 10, 0.007731958762886598,w/o
896783, 2,  9, 10, 0.5362842517314061,w/o
9, 2,  1, 0.1, 0.515983725661145,w/o
12, 2,  3, 0.001, 0.5401911186059584,w/o
896783, 1,  7, 10, 0.4006323396567299,w/o
896783, 2,  3, 0.001, 0.5367359229147847,w/o
12, 1,  11, 10, 0.008150646430578976,w/o
9, 3,  11, 0.1, 0.5717814588782331,w/o
9, 2,  5, 0.5, 0.5170008718395815,w/o
896783, 3,  9, 0.001, 0.583107497741644,w/o
45234, 2,  3, 0.001, 0.520618556701031,w/o
9, 3,  11, 0.5, 0.5714908456843941,w/o
12, 2,  7, 0.001, 0.5401911186059584,w/o
896783, 1,  11, 10, 0.31150255947003913,w/o
9, 1,  13, 10, 0.0970648067422261,w/o
15, 2,  13, 10, 0.5232002249718786,w/o
896783, 2,  5, 0.001, 0.5365853658536586,w/o
45234, 2,  5, 0.001, 0.5210481099656358,w/o
896783, 3,  9, 0.1, 0.582956940680518,w/o
9, 3,  11, 5, 0.5668410345829701,w/o
15, 2,  5, 0.1, 0.5248875140607424,w/o
45234, 2,  13, 0.5, 0.5211912943871707,w/o
45234, 2,  7, 0.1, 0.5211912943871707,w/o
15, 1,  15, 10, 0.4229471316085489,w/o
45234, 1,  15, 10, 0.4349942726231386,w/o
45234, 2,  1, 0.001, 0.520618556701031,w/o
9, 2,  3, 0.1, 0.5178727114210985,w/o
15, 3,  13, 0.001, 0.5791619797525309,w/o
15, 1,  1, 10, 0.03852643419572553,w/o
9, 2,  1, 0.5, 0.515693112467306,w/o
896783, 2,  3, 0.1, 0.5365853658536586,w/o
896783, 3,  9, 0.5, 0.582956940680518,w/o
9, 3,  11, 10, 0.5802092414995641,w/o
896783, 2,  7, 0.001, 0.5367359229147847,w/o
12, 2,  3, 0.1, 0.5396290050590219,w/o
12, 2,  11, 0.001, 0.5401911186059584,w/o
9, 4,  11, 0.001, 0.5941586748038361,w/o
9, 2,  5, 5, 0.5419936065097355,w/o
15, 3,  13, 0.1, 0.5791619797525309,w/o
45234, 1,  11, 10, 0.4256872852233677,w/o
9, 4,  11, 0.1, 0.5941586748038361,w/o
896783, 1,  13, 10, 0.41523637458596807,w/o
45234, 2,  3, 0.1, 0.5210481099656358,w/o
896783, 3,  9, 5, 0.5778380006022282,w/o
12, 2,  7, 0.1, 0.5401911186059584,w/o
9, 4,  11, 0.5, 0.594449287997675,w/o
12, 1,  1, 10, 0.0,w/o
896783, 2,  11, 0.001, 0.5367359229147847,w/o
896783, 2,  5, 0.1, 0.5367359229147847,w/o
9, 2,  13, 0.001, 0.5184539378087765,w/o
15, 3,  13, 0.5, 0.5797244094488189,w/o
9, 4,  11, 5, 0.5993897122929381,w/o
45234, 2,  13, 5, 0.5197594501718213,w/o
896783, 3,  9, 10, 0.5840108401084011,w/o
45234, 2,  5, 0.1, 0.5210481099656358,w/o
45234, 2,  7, 0.5, 0.5214776632302406,w/o
9, 4,  11, 10, 0.6227840743969776,w/o
9, 2,  3, 0.5, 0.5204882301656495,w/o
15, 2,  5, 0.5, 0.5264341957255343,w/o
15, 2,  1, 0.001, 0.5248875140607424,w/o
15, 3,  13, 5, 0.5828177727784027,w/o
45234, 2,  15, 0.001, 0.520618556701031,w/o
45234, 2,  1, 0.1, 0.5211912943871707,w/o
45234, 1,  9, 10, 0.42010309278350516,w/o
896783, 2,  7, 0.1, 0.5367359229147847,w/o
9, 5,  11, 0.001, 0.6271432723045627,w/o
896783, 4,  9, 0.001, 0.59936766034327,w/o
896783, 2,  3, 0.5, 0.5364348087925324,w/o
15, 2,  15, 0.001, 0.5251687289088864,w/o
9, 2,  1, 5, 0.5065387968613775,w/o
9, 5,  11, 0.1, 0.6269979657076431,w/o
9, 2,  5, 10, 0.4984016274338855,w/o
896783, 4,  9, 0.1, 0.5989159891598916,w/o
9, 5,  11, 0.5, 0.6303400174367916,w/o
15, 3,  13, 10, 0.5750843644544432,w/o
12, 2,  3, 0.5, 0.5422990444069702,w/o
45234, 2,  3, 0.5, 0.5210481099656358,w/o
12, 2,  11, 0.1, 0.5401911186059584,w/o
9, 5,  11, 5, 0.6207497820401047,w/o
896783, 4,  9, 0.5, 0.5977115326708823,w/o
45234, 2,  11, 0.001, 0.5210481099656358,w/o
15, 4,  13, 0.001, 0.6016591676040495,w/o
896783, 2,  13, 0.001, 0.5367359229147847,w/o
9, 3,  5, 0.001, 0.5716361522813136,w/o
9, 1,  9, 10, 0.4170299331589654,w/o
896783, 4,  9, 5, 0.6111111111111112,w/o
15, 4,  13, 0.1, 0.6013779527559056,w/o
12, 2,  1, 0.001, 0.5401911186059584,w/o
12, 2,  7, 0.5, 0.5415964024732997,w/o
15, 4,  13, 0.5, 0.6022215973003374,w/o
896783, 4,  9, 10, 0.41629027401385127,w/o
896783, 1,  15, 10, 0.4132791327913279,w/o
45234, 2,  13, 10, 0.5186139747995419,w/o
896783, 2,  5, 0.5, 0.5362842517314061,w/o
9, 3,  5, 0.1, 0.5714908456843941,w/o
896783, 2,  11, 0.1, 0.5367359229147847,w/o
896783, 5,  9, 0.001, 0.6332429990966576,w/o
15, 1,  7, 10, 0.4201349831271091,w/o
9, 2,  3, 5, 0.503777971519907,w/o
15, 4,  13, 5, 0.6015185601799775,w/o
9, 1,  7, 10, 0.3981400755594304,w/o
9, 2,  13, 0.1, 0.5181633246149375,w/o
896783, 2,  7, 0.5, 0.5365853658536586,w/o
15, 1,  3, 10, 0.41268278965129357,w/o
45234, 2,  9, 0.001, 0.5210481099656358,w/o
15, 2,  1, 0.1, 0.5232002249718786,w/o
45234, 2,  5, 0.5, 0.5196162657502864,w/o
15, 4,  13, 10, 0.6120641169853769,w/o
896783, 2,  3, 5, 0.5394459500150557,w/o
45234, 3,  13, 0.001, 0.5783218785796106,w/o
45234, 2,  7, 5, 0.5257731958762887,w/o
15, 5,  13, 0.001, 0.6339988751406074,w/o
9, 3,  5, 0.5, 0.5725079918628305,w/o
15, 2,  5, 5, 0.41268278965129357,w/o
45234, 2,  1, 0.5, 0.5144616265750286,w/o
45234, 2,  15, 0.1, 0.520618556701031,w/o
15, 5,  13, 0.1, 0.6334364454443194,w/o
12, 1,  13, 10, 0.44280494659921305,w/o
15, 5,  13, 0.5, 0.6324521934758155,w/o
15, 2,  15, 0.1, 0.5250281214848144,w/o
9, 2,  1, 10, 0.5074106364428945,w/o
896783, 1,  1, 10, 0.024841915085817526,w/o
45234, 2,  3, 5, 0.497709049255441,w/o
15, 5,  13, 5, 0.6278121484814398,w/o
12, 2,  11, 0.5, 0.5401911186059584,w/o
45234, 3,  13, 0.1, 0.5784650630011455,w/o
12, 1,  15, 10, 0.4362001124227094,w/o
45234, 2,  11, 0.1, 0.520618556701031,w/o
9, 3,  5, 5, 0.5775937227550131,w/o
12, 2,  3, 5, 0.006464305789769534,w/o
896783, 2,  13, 0.1, 0.5367359229147847,w/o
9, 2,  9, 0.001, 0.5184539378087765,w/o
9, 3,  1, 0.001, 0.5714908456843941,w/o
12, 2,  1, 0.1, 0.5397695334457561,w/o
896783, 2,  15, 0.001, 0.5365853658536586,w/o
45234, 3,  13, 0.5, 0.5788946162657503,w/o
12, 1,  5, 10, 0.4398538504777965,w/o
9, 3,  5, 10, 0.5752688172043011,w/o
12, 2,  7, 5, 0.5327431141090501,w/o
12, 1,  9, 10, 0.44378864530635187,w/o
9, 2,  3, 10, 0.509009009009009,w/o
15, 2,  7, 0.001, 0.5248875140607424,w/o
896783, 2,  5, 5, 0.5293586269196026,w/o
9, 1,  15, 10, 0.4131066550421389,w/o
896783, 2,  11, 0.5, 0.5376392652815417,w/o
