 0 , 47.51, 0.006477979133288804 , w
 1 , 47.67, 0.007033494652815065 , w
 2 , 47.94, 0.008121434538980956 , w
 3 , 48.15, 0.007791293984724371 , w
 4 , 47.79, 0.007826914975173415 , w
 5 , 47.64, 0.009119460333128037 , w
 6 , 47.7, 0.009624140277543684 , w
 7 , 47.49, 0.009388632148939412 , w
 8 , 47.41, 0.009512345743307471 , w
 9 , 47.43, 0.009472977071935845 , w
 10 , 47.41, 0.0096106923572029 , w
 11 , 47.37, 0.009685937605930851 , w
 12 , 47.38, 0.00 0 , 47.51, 0.006477979133288804 , w
 1 , 47.67, 0.007033494652815065 , w
 2 , 47.94, 0.008121434538980956 , w
 3 , 48.15, 0.007791293984724371 , w
 4 , 47.79, 0.007826914975173415 , w
 5 , 47.64, 0.009119460333128037 , w
 6 , 47.7, 0.009624140277543684 , w
 7 , 47.49, 0.009388632148939412 , w
 8 , 47.41, 0.009512345743307471 , w
 9 , 47.43, 0.009472977071935845 , w
 10 , 47.41, 0.0096106923572029 , w
 11 , 47.37, 0.009685937605930851 , w
 12 , 47.38, 0.009581900953581409 , w
 13 , 47.34, 0.008866091378422866 , w
 14 , 47.34, 0.008866091378422866 , w
 15 , 47.34, 0.008866091378422866 , w
 16 , 47.34, 0.008866091378422866 , w
 17 , 47.34, 0.008866091378422866 , w
 18 , 47.34, 0.008866091378422866 , w
 19 , 47.34, 0.008866091378422866 , w
 20 , 47.33, 0.008883795705452566 , w
