, 0.001 , 64 , relu,  0.5329782234059219, 0.5329782234059219, 0.5329782234059219
, 0.0001 , 64 , relu,  0.5329782234059219, 0.5329782234059219, 0.5329782234059219
, 1e-05 , 64 , relu,  0.533761554128153, 0.533761554128153, 0.533761554128153
, 1e-05 , 128 , relu,  0.5329782234059219, 0.5329782234059219, 0.5329782234059219
, 0.001 , 128 , relu,  0.5332915556948143, 0.5332915556948143, 0.5332915556948143
, 0.001 , 64 , tanh,  0.5314115619614601, 0.5314115619614601, 0.5314115619614601
, 0.0001 , 128 , relu,  0.5329782234059219, 0.5329782234059219, 0.5329782234059219
, 0.0001 , 64 , tanh,  0.5307848973836754, 0.5307848973836754, 0.5307848973836754
, 1e-05 , 64 , tanh,  0.5309415635281216, 0.5309415635281216, 0.5309415635281216
, 1e-05 , 128 , tanh,  0.5329782234059219, 0.5329782234059219, 0.5329782234059219
, 0.001 , 128 , tanh,  0.5325082249725834, 0.5325082249725834, 0.5325082249725834
, 0.0001 , 128 , tanh,  0.5331348895503681, 0.5331348895503681, 0.5331348895503681
, 0.001 , 256 , relu,  0.5342315525614915, 0.5342315525614915, 0.5342315525614915
, 1e-05 , 256 , relu,  0.5336048879837068, 0.5336048879837068, 0.5336048879837068
, 0.0001 , 256 , relu,  0.5350148832837224, 0.5350148832837224, 0.5350148832837224
, 0.001 , 256 , tanh,  0.5331348895503681, 0.5331348895503681, 0.5331348895503681
, 1e-05 , 256 , tanh,  0.5326648911170296, 0.5326648911170296, 0.5326648911170296
, 0.0001 , 256 , tanh,  0.5328215572614758, 0.5328215572614758, 0.5328215572614758
