, 1e-05 , 64 , relu,  0.5105749647501175, 0.5105749647501175, 0.5105749647501175
, 0.0001 , 64 , relu,  0.5121416261945794, 0.5121416261945794, 0.5121416261945794
, 0.001 , 64 , relu,  0.5173116089613035, 0.5173116089613035, 0.5173116089613035
, 1e-05 , 128 , relu,  0.515274949083503, 0.515274949083503, 0.515274949083503
, 0.0001 , 128 , relu,  0.5154316152279492, 0.5154316152279492, 0.5154316152279492
, 0.001 , 128 , relu,  0.5165282782390725, 0.5165282782390725, 0.5165282782390725
, 1e-05 , 64 , tanh,  0.5174682751057497, 0.5174682751057497, 0.5174682751057497
, 0.0001 , 64 , tanh,  0.5176249412501959, 0.5176249412501959, 0.5176249412501959
, 0.0001 , 256 , relu,  0.5165282782390725, 0.5165282782390725, 0.5165282782390725
, 1e-05 , 256 , relu,  0.5176249412501959, 0.5176249412501959, 0.5176249412501959
, 0.001 , 64 , tanh,  0.518564938116873, 0.518564938116873, 0.518564938116873
, 1e-05 , 128 , tanh,  0.518564938116873, 0.518564938116873, 0.518564938116873
, 0.001 , 256 , relu,  0.5174682751057497, 0.5174682751057497, 0.5174682751057497
, 0.0001 , 128 , tanh,  0.5180949396835344, 0.5180949396835344, 0.5180949396835344
, 0.001 , 128 , tanh,  0.5160582798057339, 0.5160582798057339, 0.5160582798057339
, 1e-05 , 256 , tanh,  0.5151182829390568, 0.5151182829390568, 0.5151182829390568
, 0.0001 , 256 , tanh,  0.5151182829390568, 0.5151182829390568, 0.5151182829390568
, 0.001 , 256 , tanh,  0.5165282782390725, 0.5165282782390725, 0.5165282782390725
