, exclusive , 1e-10 , 1.0,  27.806147632936952
, exclusive , 1e-05 , 0.1,  25.997307606013013
, exclusive , 1e-20 , 0.1,  24.498092887592552
, exclusive , 1e-05 , 1.0,  27.616109490688803
, exclusive , 1e-10 , 10.0,  25.43841148754768
, exclusive , 1e-20 , 10.0,  24.454790217635182
, exclusive , 0.001 , 10.0,  27.783262284047566
, exclusive , 1e-10 , 0.1,  24.78685214269688
, exclusive , 1e-10 , 100.0,  28.362800089746464
, exclusive , 0.01 , 10.0,  30.834642135965897
, exclusive , 0.001 , 0.1,  25.842270585595692
, exclusive , 1e-05 , 10.0,  25.755216513349787
, exclusive , 1e-20 , 100.0,  28.317253758133273
, exclusive , 1e-20 , 1.0,  29.07942562261611
, exclusive , 1e-05 , 100.0,  27.901951985640565
, exclusive , 0.001 , 100.0,  30.7828135517164
, exclusive , 0.001 , 1.0,  27.491361902625084
, exclusive , 0.01 , 100.0,  30.808391294592777
, exclusive , 0.01 , 0.1,  25.989230424052053
, exclusive , 0.01 , 1.0,  27.40139107022661
, inclusive , 1e-20 , 10.0,  24.454790217635182
, inclusive , 1e-20 , 0.1,  24.498092887592552
, inclusive , 1e-05 , 0.1,  25.997307606013013
, inclusive , 1e-10 , 10.0,  25.43841148754768
, inclusive , 1e-05 , 1.0,  27.616109490688803
, inclusive , 0.01 , 10.0,  30.834642135965897
, inclusive , 1e-10 , 0.1,  24.78685214269688
, inclusive , 1e-10 , 1.0,  27.806147632936952
, inclusive , 0.001 , 0.1,  25.842270585595692
, inclusive , 1e-20 , 1.0,  29.07942562261611
, inclusive , 1e-05 , 10.0,  25.755216513349787
, inclusive , 1e-05 , 100.0,  27.901951985640565
, inclusive , 0.001 , 10.0,  27.783262284047566
, inclusive , 1e-20 , 100.0,  28.317253758133273
, inclusive , 0.01 , 100.0,  30.808391294592777
, inclusive , 1e-10 , 100.0,  28.362800089746464
, inclusive , 0.001 , 1.0,  27.491361902625084
, inclusive , 0.001 , 100.0,  30.7828135517164
, inclusive , 0.01 , 0.1,  25.989230424052053
, inclusive , 0.01 , 1.0,  27.40139107022661
, less_inclusive , 0.01 , 10.0,  30.834642135965897
, less_inclusive , 1e-20 , 0.1,  24.498092887592552
, less_inclusive , 1e-10 , 10.0,  25.43841148754768
, less_inclusive , 1e-05 , 1.0,  27.616109490688803
, less_inclusive , 1e-10 , 0.1,  24.78685214269688
, less_inclusive , 1e-20 , 1.0,  29.07942562261611
, less_inclusive , 1e-20 , 10.0,  24.454790217635182
, less_inclusive , 1e-10 , 1.0,  27.806147632936952
, less_inclusive , 1e-05 , 10.0,  25.755216513349787
, less_inclusive , 1e-05 , 100.0,  27.901951985640565
, less_inclusive , 0.001 , 0.1,  25.842270585595692
, less_inclusive , 0.01 , 100.0,  30.808391294592777
, less_inclusive , 1e-05 , 0.1,  25.997307606013013
, less_inclusive , 0.001 , 10.0,  27.783262284047566
, less_inclusive , 0.001 , 1.0,  27.491361902625084
, less_inclusive , 1e-20 , 100.0,  28.317253758133273
, less_inclusive , 1e-10 , 100.0,  28.362800089746464
, less_inclusive , 0.01 , 0.1,  25.989230424052053
, siblings , 0.01 , 10.0,  30.834642135965897
, siblings , 1e-20 , 0.1,  24.498092887592552
, less_inclusive , 0.001 , 100.0,  30.7828135517164
, siblings , 1e-10 , 10.0,  25.43841148754768
, less_inclusive , 0.01 , 1.0,  27.40139107022661
, siblings , 1e-20 , 1.0,  29.07942562261611
, siblings , 1e-05 , 1.0,  27.616109490688803
, siblings , 1e-05 , 10.0,  25.755216513349787
, siblings , 1e-10 , 1.0,  27.806147632936952
, siblings , 0.001 , 0.1,  25.842270585595692
, siblings , 1e-05 , 0.1,  25.997307606013013
, siblings , 1e-10 , 0.1,  24.78685214269688
, siblings , 0.001 , 1.0,  27.491361902625084
, siblings , 1e-20 , 100.0,  28.317253758133273
, siblings , 0.01 , 100.0,  30.808391294592777
, siblings , 1e-20 , 10.0,  24.454790217635182
, siblings , 1e-10 , 100.0,  28.362800089746464
, siblings , 1e-05 , 100.0,  27.901951985640565
, siblings , 0.01 , 0.1,  25.989230424052053
, exclusive_siblings , 0.01 , 10.0,  30.834642135965897
, siblings , 0.001 , 10.0,  27.783262284047566
, exclusive_siblings , 1e-20 , 0.1,  24.498092887592552
, exclusive_siblings , 1e-10 , 10.0,  25.43841148754768
, siblings , 0.01 , 1.0,  27.40139107022661
, exclusive_siblings , 1e-05 , 1.0,  27.616109490688803
, exclusive_siblings , 1e-20 , 1.0,  29.07942562261611
, siblings , 0.001 , 100.0,  30.7828135517164
, exclusive_siblings , 1e-10 , 1.0,  27.806147632936952
, exclusive_siblings , 1e-05 , 10.0,  25.755216513349787
, exclusive_siblings , 1e-05 , 0.1,  25.997307606013013
, exclusive_siblings , 0.001 , 0.1,  25.842270585595692
, exclusive_siblings , 0.01 , 100.0,  30.808391294592777
, exclusive_siblings , 1e-20 , 100.0,  28.317253758133273
, exclusive_siblings , 0.001 , 1.0,  27.491361902625084
, exclusive_siblings , 1e-10 , 100.0,  28.362800089746464
, exclusive_siblings , 1e-20 , 10.0,  24.454790217635182
, exclusive_siblings , 1e-10 , 0.1,  24.78685214269688
, exclusive_siblings , 1e-05 , 100.0,  27.901951985640565
, exclusive_siblings , 0.01 , 0.1,  25.989230424052053
, exclusive_siblings , 0.001 , 10.0,  27.783262284047566
, exclusive_siblings , 0.01 , 1.0,  27.40139107022661
, exclusive_siblings , 0.001 , 100.0,  30.7828135517164
