, 0.0001 , 64 , relu,  0.7672650475184795, 0.7672650475184795, 0.7672650475184795
, 0.001 , 64 , relu,  0.7619852164730728, 0.7619852164730728, 0.7619852164730728
, 1e-05 , 64 , relu,  0.7689545934530095, 0.7689545934530095, 0.7689545934530095
, 0.001 , 128 , relu,  0.772544878563886, 0.772544878563886, 0.7725448785638859
, 0.0001 , 128 , relu,  0.7778247096092925, 0.7778247096092925, 0.7778247096092925
, 1e-05 , 128 , relu,  0.7723336853220697, 0.7723336853220697, 0.7723336853220697
, 0.0001 , 64 , tanh,  0.7852164730728617, 0.7852164730728617, 0.7852164730728617
, 0.001 , 64 , tanh,  0.787117212249208, 0.787117212249208, 0.787117212249208
, 1e-05 , 64 , tanh,  0.7826821541710666, 0.7826821541710666, 0.7826821541710665
, 1e-05 , 256 , relu,  0.7788806758183738, 0.7788806758183738, 0.7788806758183738
, 0.001 , 128 , tanh,  0.7936642027455122, 0.7936642027455122, 0.7936642027455122
, 0.001 , 256 , relu,  0.7744456177402324, 0.7744456177402324, 0.7744456177402324
, 0.0001 , 256 , relu,  0.7776135163674762, 0.7776135163674762, 0.7776135163674762
, 1e-05 , 128 , tanh,  0.7917634635691658, 0.7917634635691658, 0.7917634635691658
, 0.0001 , 128 , tanh,  0.7892291446673706, 0.7892291446673706, 0.7892291446673706
, 1e-05 , 256 , tanh,  0.7866948257655755, 0.7866948257655755, 0.7866948257655755
, 0.001 , 256 , tanh,  0.7860612460401267, 0.7860612460401267, 0.7860612460401267
, 0.0001 , 256 , tanh,  0.7860612460401267, 0.7860612460401267, 0.7860612460401267
