, 0.0001 , 64 , relu,  0.6819429778247096, 0.6819429778247096, 0.6819429778247096
, 1e-05 , 64 , relu,  0.6906019007391764, 0.6906019007391764, 0.6906019007391764
, 0.001 , 64 , relu,  0.689545934530095, 0.689545934530095, 0.689545934530095
, 0.0001 , 128 , relu,  0.7047518479408659, 0.7047518479408659, 0.7047518479408659
, 0.001 , 128 , relu,  0.6954593453009503, 0.6954593453009503, 0.6954593453009503
, 1e-05 , 128 , relu,  0.7034846884899684, 0.7034846884899684, 0.7034846884899684
, 0.0001 , 64 , tanh,  0.6960929250263992, 0.6960929250263992, 0.6960929250263992
, 1e-05 , 64 , tanh,  0.6990496304118268, 0.6990496304118268, 0.6990496304118268
, 0.001 , 64 , tanh,  0.6876451953537487, 0.6876451953537487, 0.6876451953537487
, 1e-05 , 256 , relu,  0.71129883843717, 0.71129883843717, 0.7112988384371699
, 0.001 , 256 , relu,  0.7125659978880676, 0.7125659978880676, 0.7125659978880676
, 1e-05 , 128 , tanh,  0.6848996832101373, 0.6848996832101373, 0.6848996832101373
, 0.001 , 128 , tanh,  0.697571277719113, 0.697571277719113, 0.697571277719113
, 0.0001 , 256 , relu,  0.7102428722280887, 0.7102428722280887, 0.7102428722280887
, 0.0001 , 128 , tanh,  0.6868004223864836, 0.6868004223864836, 0.6868004223864836
, 1e-05 , 256 , tanh,  0.6827877507919746, 0.6827877507919746, 0.6827877507919746
, 0.001 , 256 , tanh,  0.6821541710665259, 0.6821541710665259, 0.6821541710665259
, 0.0001 , 256 , tanh,  0.6804646251319958, 0.6804646251319958, 0.6804646251319958
