tanh ,(64,), 1, 0.8512596521332189
tanh ,(64,), 2, 0.7700509604076834
tanh ,(64,), 3, 0.708130972896757
tanh ,(128, 64), 1, 0.8587491215741392
tanh ,(128, 64), 2, 0.77290962007394
tanh ,(128, 64), 3, 0.709854300485665
tanh ,(256,), 1, 0.8543537680593518
tanh ,(256,), 2, 0.7718747547673234
tanh ,(256,), 3, 0.709854300485665
logistic ,(64,), 1, 0.85199344620426
logistic ,(64,), 2, 0.769327368338435
logistic ,(64,), 3, 0.7089143036189879
relu ,(64,), 1, 0.8501443170294094
relu ,(64,), 2, 0.7700878844946643
relu ,(64,), 3, 0.7104809650634498
logistic ,(256,), 1, 0.8600624024960998
logistic ,(256,), 2, 0.771137254901961
logistic ,(256,), 3, 0.7109509634967883
logistic ,(128, 64), 1, 0.8466573165030388
logistic ,(128, 64), 2, 0.7661245973760703
logistic ,(128, 64), 3, 0.7040576531411562
relu ,(128, 64), 1, 0.8524129314383883
relu ,(128, 64), 2, 0.7738141905135241
relu ,(128, 64), 3, 0.7107942973523421
relu ,(256,), 1, 0.8552251619448997
relu ,(256,), 2, 0.7761147245513674
relu ,(256,), 3, 0.7117342942190192
