relu ,(64,), 1, 0.20916568742655697
relu ,(64,), 2, 0.20470588235294118
relu ,(64,), 3, 0.14959016393442623
tanh ,(64,), 1, 0.2361275088547816
tanh ,(64,), 2, 0.23376623376623376
tanh ,(64,), 3, 0.17008196721311475
logistic ,(64,), 1, 0.22143698468786807
logistic ,(64,), 2, 0.21908127208480566
logistic ,(64,), 3, 0.16393442622950818
tanh ,(128, 64), 1, 0.21251475796930341
tanh ,(128, 64), 2, 0.20567375886524825
tanh ,(128, 64), 3, 0.15163934426229508
relu ,(128, 64), 1, 0.21959858323494688
relu ,(128, 64), 2, 0.21698113207547168
relu ,(128, 64), 3, 0.15778688524590165
relu ,(256,), 1, 0.21856639247943593
relu ,(256,), 2, 0.21411764705882352
relu ,(256,), 3, 0.15368852459016394
tanh ,(256,), 1, 0.23058823529411765
tanh ,(256,), 2, 0.22614840989399293
tanh ,(256,), 3, 0.16188524590163936
logistic ,(256,), 1, 0.22117647058823528
logistic ,(256,), 2, 0.2188235294117647
logistic ,(256,), 3, 0.1598360655737705
logistic ,(128, 64), 1, 0.20518867924528303
logistic ,(128, 64), 2, 0.20047169811320753
logistic ,(128, 64), 3, 0.1413934426229508
