relu ,(64,), 1, 0.20941176470588235
relu ,(64,), 2, 0.20705882352941174
relu ,(64,), 3, 0.15368852459016394
relu ,(128, 64), 1, 0.21411764705882352
relu ,(128, 64), 2, 0.21176470588235294
relu ,(128, 64), 3, 0.1557377049180328
tanh ,(64,), 1, 0.19103773584905662
tanh ,(64,), 2, 0.18654073199527743
tanh ,(64,), 3, 0.14344262295081966
logistic ,(128, 64), 1, 0.2167255594817432
logistic ,(128, 64), 2, 0.2143698468786808
logistic ,(128, 64), 3, 0.1598360655737705
logistic ,(64,), 1, 0.20070838252656437
logistic ,(64,), 2, 0.19834710743801653
logistic ,(64,), 3, 0.14344262295081966
relu ,(256,), 1, 0.20259128386336867
relu ,(256,), 2, 0.1981132075471698
relu ,(256,), 3, 0.14959016393442623
tanh ,(128, 64), 1, 0.20965842167255594
tanh ,(128, 64), 2, 0.20730270906949352
tanh ,(128, 64), 3, 0.15368852459016394
tanh ,(256,), 1, 0.2028301886792453
tanh ,(256,), 2, 0.20047169811320753
tanh ,(256,), 3, 0.14959016393442623
logistic ,(256,), 1, 0.2138660399529965
logistic ,(256,), 2, 0.20730270906949352
logistic ,(256,), 3, 0.1557377049180328
