relu ,(64,), 1, 0.4218394540136497
relu ,(64,), 2, 0.4204028589993502
relu ,(64,), 3, 0.39304123711340205
tanh ,(64,), 1, 0.4343302990897269
tanh ,(64,), 2, 0.433539161520962
tanh ,(64,), 3, 0.4033505154639176
logistic ,(64,), 1, 0.43107932379713915
logistic ,(64,), 2, 0.4304291287386216
logistic ,(64,), 3, 0.3956185567010309
tanh ,(128, 64), 1, 0.4301494476933074
tanh ,(128, 64), 2, 0.42949967511371023
tanh ,(128, 64), 3, 0.39755154639175255
relu ,(128, 64), 1, 0.4230019493177387
relu ,(128, 64), 2, 0.4223521767381416
relu ,(128, 64), 3, 0.39110824742268047
relu ,(256,), 1, 0.41858953526161846
relu ,(256,), 2, 0.41793955151121226
relu ,(256,), 3, 0.39110824742268047
tanh ,(256,), 1, 0.4174252275682705
tanh ,(256,), 2, 0.4166395840103997
tanh ,(256,), 3, 0.3833762886597939
logistic ,(128, 64), 1, 0.42741149723936345
logistic ,(128, 64), 2, 0.4261123741474505
logistic ,(128, 64), 3, 0.3956185567010309
logistic ,(256,), 1, 0.41363636363636364
logistic ,(256,), 2, 0.41363636363636364
logistic ,(256,), 3, 0.3859536082474227
