relu ,(64,), 1, 0.7648982174876069
relu ,(64,), 2, 0.6973600844772967
relu ,(64,), 3, 0.6893347412882788
tanh ,(64,), 1, 0.7739212997151599
tanh ,(64,), 2, 0.7112988384371701
tanh ,(64,), 3, 0.7032734952481521
logistic ,(64,), 1, 0.7686952853074569
logistic ,(64,), 2, 0.7047518479408659
logistic ,(64,), 3, 0.6960929250263992
tanh ,(128, 64), 1, 0.8018987341772152
relu ,(128, 64), 1, 0.7785164081460377
tanh ,(128, 64), 2, 0.7381203801478353
relu ,(128, 64), 2, 0.7134107708553326
tanh ,(128, 64), 3, 0.7311510031678986
relu ,(128, 64), 3, 0.706441393875396
tanh ,(256,), 1, 0.7644266272813587
tanh ,(256,), 2, 0.6975712777191131
tanh ,(256,), 3, 0.6884899683210137
relu ,(256,), 1, 0.7933762261364835
relu ,(256,), 2, 0.727349524815206
relu ,(256,), 3, 0.7178458289334743
logistic ,(128, 64), 1, 0.7635021097046413
logistic ,(128, 64), 2, 0.6917309113950787
logistic ,(128, 64), 3, 0.6836325237592397
logistic ,(256,), 1, 0.7439603333684989
logistic ,(256,), 2, 0.6694825765575501
logistic ,(256,), 3, 0.6633579725448786
